id,name,alias,collegeDataUrl,collegeDataId
3127,University of Dayton,,University-of-Dayton,347.0
1989,University of Kentucky,,University-of-Kentucky,1532.0
3184,University of Oklahoma,,University-of-Oklahoma,748.0
1437,The Catholic University of America,CUA,,
1860,Drake University,,Drake-University,359.0
20662,The New School,,,
1036,Samford University,,Samford-University,1641.0
2208,Simmons University,,,
1216,University of La Verne,,University-of-La-Verne,746.0
2565,University of Nebraska -- Lincoln,University of Nebraska Lincoln,,
2589,University of New Hampshire,UNH,University-of-New-Hampshire,433.0
2345,University of St. Thomas (MN),University of St Thomas University of Saint Thomas,,
9741,University of Texas at Dallas,University of Texas Dallas,University-of-Texas-at-Dallas,273.0
1329,University of the Pacific,,University-of-the-Pacific,821.0
3185,University of Tulsa,,University-of-Tulsa,749.0
1350,Colorado State University,,Colorado-State-University,747.0
2688,CUNY--City College,CUNY City College CUNY City College,,
3258,Duquesne University,,Duquesne-University,408.0
3749,George Mason University,GMU,George-Mason-University,1038.0
2292,Michigan Technological University,,Michigan-Technological-University,1769.0
1402,Quinnipiac University,,Quinnipiac-University,115.0
4741,Rutgers University--Camden,"Rutgers University Rutgers, the State University of New Jersey Camden",,
1151,San Diego State University,SDSU,San-Diego-State-University,956.0
12393,Thomas Jefferson University,,Thomas-Jefferson-University,145.0
1051,University of Alabama,,University-of-Alabama,469.0
1052,University of Alabama at Birmingham,UAB University of Alabama Birmingham,University-of-Alabama-at-Birmingham,467.0
3954,University of Central Florida,UCF,University-of-Central-Florida,1455.0
3125,University of Cincinnati,,University-of-Cincinnati,329.0
2440,University of Mississippi,Ole Miss,University-of-Mississippi,1536.0
3479,Belmont University,,Belmont-University,499.0
9635,Florida International University,FIU,Florida-International-University,823.0
2732,Hofstra University,,Hofstra-University,418.0
1928,Kansas State University,,Kansas-State-University,744.0
1580,Mercer University,,Mercer-University,1071.0
3210,Oregon State University,,Oregon-State-University,926.0
1108,University of Arkansas,,University-of-Arkansas,479.0
1610,University of Hawaii at Manoa,UH Manoa University of Hawaii Manoa,University-of-Hawaii-at-Manoa,1100.0
2105,University of Maryland--Baltimore County,UMBC University of Maryland Baltimore County,University-of-Maryland-Baltimore-County,1052.0
3414,University of Rhode Island,URI,University-of-Rhode-Island,72.0
2666,Adelphi University,,Adelphi-University,7.0
3244,Chatham University,,Chatham-University,223.0
2010,Louisiana State University--Baton Rouge,LSU Baton Rouge Louisiana State University Baton Rouge Louisiana State University Baton Rouge,,
2823,St. John's University (NY),St John's University Saint John's University St Johns University Saint Johns University St. Johns University,,
2835,University at Albany--SUNY,SUNY Albany University at Albany SUNY,,
1842,Valparaiso University,Valpo,Valparaiso-University,1727.0
3735,Virginia Commonwealth University,VCU,Virginia-Commonwealth-University,1565.0
2517,Missouri University of Science and Technology,Missouri University of Science and Technology,Missouri-University-of-Science-and-Technology,819.0
2617,Montclair State University,,Montclair-State-University,242.0
3100,Ohio University,OU,Ohio-University,391.0
2609,Rowan University,,Rowan-University,1061.0
3652,University of Houston,,University-of-Houston,758.0
1626,University of Idaho,,University-of-Idaho,686.0
2161,University of Massachusetts--Lowell,UMass University of Massachusetts Lowell,University-of-Massachusetts-Lowell,1813.0
3800,Washington State University,,Washington-State-University,715.0
3170,Oklahoma State University,OSU,Oklahoma-State-University,1675.0
3212,Pacific University,,Pacific-University,756.0
3359,Robert Morris University,,,
2821,St. John Fisher College,St John Fisher College Saint John Fisher College,St-John-Fisher-College,27.0
3528,Union University,,Union-University,1559.0
2323,University of Detroit Mercy,,University-of-Detroit-Mercy,353.0
1999,University of Louisville,,University-of-Louisville,880.0
2984,University of North Carolina--Wilmington,UNC University of North Carolina Wilmington,,
1409,University of Saint Joseph,St Joseph College Saint Joseph College,University-of-Saint-Joseph,30.0
1122,Biola University,,Biola-University,680.0
1813,Indiana University-Purdue University--Indianapolis,IUPUI Indiana University-Purdue University Indianapolis Indiana University Purdue University Indianapolis,Indiana-University-Purdue-University-Indianapolis,1006.0
2423,Mississippi State University,,Mississippi-State-University,1534.0
2099,Towson University,,Towson-University,1550.0
10313,University of New Mexico,,University-of-New-Mexico,1045.0
3932,University of Wyoming,,University-of-Wyoming,714.0
1786,Ball State University,,Ball-State-University,1183.0
1954,Bellarmine University,,Bellarmine-University,497.0
9058,Bethel University (MN),,,
1480,Florida A&M University,Florida A & M Florida A and M FAM,,
1469,Florida Institute of Technology,Florida Tech,Florida-Institute-of-Technology,882.0
3714,Hampton University,HU,Hampton-University,1030.0
1692,Illinois State University,,Illinois-State-University,806.0
2016,Loyola University New Orleans,,Loyola-University-New-Orleans,1527.0
2482,Maryville University of St. Louis,Maryville University of St Louis Maryville University of Saint Louis,,
3247,Misericordia University,,Misericordia-University,630.0
1403,Sacred Heart University,,Sacred-Heart-University,16.0
1147,California State University--Fresno,Cal State University Fresno California State University Fresno,California-State-University-Fresno,842.0
2923,East Carolina University,ECU,East-Carolina-University,1028.0
3194,George Fox University,,George-Fox-University,931.0
3051,Kent State University,,Kent-State-University,848.0
3486,Lipscomb University,,Lipscomb-University,1473.0
1509,Nova Southeastern University,,Nova-Southeastern-University,1611.0
2791,Pace University,,Pace-University,50.0
3644,Texas Tech University,,Texas-Tech-University,852.0
10142,Touro University,,,
1422,University of Hartford,,University-of-Hartford,416.0
2053,University of Maine,UMaine,University-of-Maine,122.0
2226,Western New England University,,Western-New-England-University,212.0
3313,Widener University,,Widener-University,222.0
3394,Wilkes University,,Wilkes-University,224.0
3266,Gannon University,,Gannon-University,246.0
3276,Immaculata University,,Immaculata-University,420.0
2657,New Mexico State University,NMSU,New-Mexico-State-University,1094.0
1363,Regis University,,Regis-University,694.0
2810,Russell Sage College,,,
3788,Seattle Pacific University,,Seattle-Pacific-University,1132.0
2342,St. Catherine University,St Catherine University Saint Catherine University,St-Catherine-University,1792.0
6740,University of Colorado Denver,UC Denver University of Colorado Denver,University-of-Colorado-Denver,1687.0
2222,University of Massachusetts--Boston,UMass University of Massachusetts Boston,University-of-Massachusetts-Boston,197.0
2210,University of Massachusetts--Dartmouth,UMass University of Massachusetts Dartmouth,University-of-Massachusetts-Dartmouth,63.0
2568,"University of Nevada, Reno",University of Nevada Reno,University-of-Nevada-Reno,673.0
2975,University of North Carolina--Charlotte,UNC University of North Carolina Charlotte,,
2243,Central Michigan University,,Central-Michigan-University,323.0
1852,Clarke University,,Clarke-University,330.0
2343,The College of St. Scholastica,College of St Scholastica College of Saint Scholastica,,
3848,Edgewood College,,Edgewood-College,1005.0
1574,Georgia State University,,Georgia-State-University,1206.0
3166,Oklahoma City University,,Oklahoma-City-University,751.0
1804,University of Indianapolis,,University-of-Indianapolis,1751.0
2519,University of Missouri--St. Louis,University of Missouri St. Louis,University-of-Missouri-St-Louis,1775.0
2976,University of North Carolina at Greensboro,UNC University of North Carolina Greensboro,University-of-North-Carolina-at-Greensboro,1602.0
10300,University of South Dakota,,University-of-South-Dakota,1136.0
3018,Bowling Green State University,BGSU,Bowling-Green-State-University,307.0
10311,Harding University,,Harding-University,1035.0
2160,Lesley University,,Lesley-University,429.0
3502,Lincoln Memorial University,,Lincoln-Memorial-University,1528.0
3606,Sam Houston State University,,Sam-Houston-State-University,952.0
3509,University of Memphis,,University-of-Memphis,1529.0
2518,University of Missouri--Kansas City,UMKC University of Missouri Kansas City,University-of-Missouri-Kansas-City,829.0
2569,"University of Nevada, Las Vegas",UNLV University of Nevada Las Vegas,University-of-Nevada-Las-Vegas,733.0
2050,University of New England,UNE,University-of-New-England,1816.0
3005,University of North Dakota,,University-of-North-Dakota,735.0
1664,University of St. Francis,University of St Francis University of Saint Francis,,
3677,Utah State University,,Utah-State-University,1145.0
2329,Wayne State University,,Wayne-State-University,1719.0
3827,West Virginia University,WVU,West-Virginia-University,1589.0
1117,Azusa Pacific University,,Azusa-Pacific-University,662.0
1903,Baker University,,Baker-University,1686.0
1428,Delaware State University,,Delaware-State-University,1668.0
3938,Inter American University of Puerto Rico--San German,Inter American University of Puerto Rico San German Inter American University of Puerto Rico San German,,
2532,Montana State University,MSU,Montana-State-University,651.0
3728,Old Dominion University,ODU,Old-Dominion-University,1614.0
3737,Shenandoah University,,Shenandoah-University,1664.0
1758,Southern Illinois University--Carbondale,Southern Illinois University Carbondale Southern Illinois University Carbondale,Southern-Illinois-University-Carbondale,1744.0
1055,University of Alabama at Huntsville,University of Alabama Huntsville,,
3045,University of Findlay,,University-of-Findlay,1782.0
2554,University of Nebraska Omaha,University of Nebraska Omaha,University-of-Nebraska-Omaha,853.0
9841,University of North Florida,,University-of-North-Florida,1605.0
3578,University of the Incarnate Word,,University-of-the-Incarnate-Word,881.0
2330,Western Michigan University,,Western-Michigan-University,1716.0
2913,Campbell University,,Campbell-University,1445.0
3842,Concordia University Wisconsin,,Concordia-University-Wisconsin,344.0
1481,Florida Atlantic University,,Florida-Atlantic-University,1496.0
2929,Gardner-Webb University,Gardner Webb Gardner Webb University,Gardner-Webb-University,901.0
2008,Louisiana Tech University,,Louisiana-Tech-University,1521.0
2905,North Carolina Agricultural and Technical State University,North Carolina A & T State University North Carolina A and T State University,,
9265,North Dakota State University,,North-Dakota-State-University,750.0
30913,Regent University,,Regent-University,1968.0
3523,Tennessee Tech University,,Tennessee-technological-university,1542.0
2536,University of Montana,UMT,University-of-Montana,771.0
3594,University of North Texas,,University-of-North-Texas,708.0
3560,Dallas Baptist University,,Dallas-Baptist-University,1098.0
3487,East Tennessee State University,ETSU,East-Tennessee-State-University,915.0
667002,Long Island University,,Long-Island-University,3794.0
3815,Marshall University,,Marshall-University,885.0
3510,Middle Tennessee State University,,Middle-Tennessee-State-University,1533.0
1082,Northern Arizona University,NAU,Northern-Arizona-University,1114.0
3216,Portland State University,PSU,Portland-State-University,933.0
3471,South Dakota State University,,South-Dakota-State-University,774.0
29020,University of Hawaii at Hilo,UH Hilo University of Hawaii Hilo,University-of-Hawaii-at-Hilo,1104.0
7108,University of Puerto Rico--Rio Piedras,University of Puerto Rico Rio Piedras,,
3656,University of Texas at Arlington,UT Arlington University of Texas Arlington,University-of-Texas-at-Arlington,739.0
2229,Williams College,,Williams-College,229.0
2115,Amherst College,,Amherst-College,18.0
3370,Swarthmore College,,Swarthmore-College,127.0
1173,Pomona College,,Pomona-College,1677.0
2224,Wellesley College,,Wellesley-College,195.0
2038,Bowdoin College,,Bowdoin-College,138.0
2101,United States Naval Academy,USNA,United-States-Naval-Academy,1560.0
1170,Claremont McKenna College,,Claremont-McKenna-College,716.0
2340,Carleton College,,Carleton-College,316.0
3691,Middlebury College,,Middlebury-College,213.0
2893,United States Military Academy,USMA West Point,United-States-Military-Academy,165.0
3768,Washington and Lee University,W&L,Washington-and-Lee-University,1580.0
2918,Davidson College,,Davidson-College,895.0
1868,Grinnell College,,Grinnell-College,997.0
2728,Hamilton College,,Hamilton-College,414.0
3274,Haverford College,,Haverford-College,1022.0
2708,Barnard College,,Barnard-College,119.0
2039,Colby College,,Colby-College,233.0
2701,Colgate University,,Colgate-University,235.0
2209,Smith College,,Smith-College,61.0
1424,Wesleyan University,,Wesleyan-University,205.0
1369,United States Air Force Academy,USAFA,United-States-Air-Force-Academy,700.0
3744,University of Richmond,,University-of-Richmond,1630.0
2895,Vassar College,,Vassar-College,175.0
2036,Bates College,,Bates-College,125.0
1347,Colorado College,,Colorado-College,669.0
2358,Macalester College,,Macalester-College,1789.0
1171,Harvey Mudd College,,Harvey-Mudd-College,850.0
38144,Soka University of America,,Soka-University-of-America,1961.0
1955,Berea College,,Berea-College,502.0
3237,Bryn Mawr College,,Bryn-Mawr-College,178.0
3065,Kenyon College,,Kenyon-College,810.0
2192,Mount Holyoke College,,Mount-Holyoke-College,255.0
1174,Scripps College,,Scripps-College,770.0
2141,College of the Holy Cross,,College-of-the-Holy-Cross,797.0
1172,Pitzer College,,Pitzer-College,1128.0
3086,Oberlin College and Conservatory,,,
3238,Bucknell University,,Bucknell-University,179.0
3284,Lafayette College,,Lafayette-College,799.0
2814,Skidmore College,,Skidmore-College,57.0
3042,Denison University,,Denison-University,349.0
3265,Franklin & Marshall College,F&M Franklin & Marshall,,
1249,Occidental College,,Occidental-College,1129.0
10448,Thomas Aquinas College,,Thomas-Aquinas-College,736.0
1792,DePauw University,,DePauw-University,351.0
3434,Furman University,,Furman-University,1477.0
2272,Hillsdale College,,Hillsdale-College,1759.0
1414,Trinity College,,Trinity-College,151.0
1379,Connecticut College,,Connecticut-College,400.0
3253,Dickinson College,,Dickinson-College,1155.0
2889,Union College (NY),,,
3534,The University of the South,Sewanee University of the South Sewanee University of the South,,
3268,Gettysburg College,,Gettysburg-College,793.0
3519,Rhodes College,,Rhodes-College,1629.0
1594,Spelman College,,Spelman-College,1659.0
2829,St. Lawrence University,St Lawrence University Saint Lawrence University,St-Lawrence-University,36.0
1844,Wabash College,,Wabash-College,1724.0
1961,Centre College,,Centre-College,1456.0
1744,Principia College,,Principia-College,960.0
1781,Wheaton College (IL),,,
2671,Bard College,,Bard-College,116.0
3856,Lawrence University,,Lawrence-University,1763.0
3217,Reed College,,Reed-College,765.0
2382,St. Olaf College,St Olaf College Saint Olaf College,St-Olaf-College,1754.0
1542,Agnes Scott College,,Agnes-Scott-College,1474.0
3304,Muhlenberg College,,Muhlenberg-College,623.0
2092,St. John's College (MD),St John's College Saint John's College St Johns College Saint Johns College St. Johns College,,
3753,Virginia Military Institute,,Virginia-Military-Institute,1567.0
3457,Wofford College,,Wofford-College,892.0
3037,College of Wooster,,College-of-Wooster,1692.0
2275,Kalamazoo College,,Kalamazoo-College,1761.0
2813,Sarah Lawrence College,,Sarah-Lawrence-College,46.0
3227,Willamette University,,Willamette-University,676.0
3835,Beloit College,,Beloit-College,301.0
2731,Hobart and William Smith Colleges,HWS,Hobart-and-William-Smith-Colleges,417.0
3279,Juniata College,,Juniata-College,441.0
2093,St. John's College (NM),St John's College Saint John's College St Johns College Saint Johns College St. Johns College,,
3682,Bennington College,,Bennington-College,128.0
2353,Gustavus Adolphus College,,Gustavus-Adolphus-College,1750.0
1704,Knox College,,Knox-College,814.0
1706,Lake Forest College,,Lake-Forest-College,1762.0
3197,Lewis & Clark College,Lewis and Clark College,,
153704,New College of Florida,,New-College-of-Florida,1522.0
3230,Allegheny College,,Allegheny-College,12.0
3797,University of Puget Sound,,University-of-Puget-Sound,859.0
3385,Ursinus College,,Ursinus-College,172.0
2227,Wheaton College (MA),,,
1856,Cornell College,,Cornell-College,345.0
1696,Illinois Wesleyan University,,Illinois-Wesleyan-University,941.0
2095,St. Mary's College of Maryland,St Mary's College of Maryland Saint Mary's College of Maryland St Marys College of Maryland Saint Marys College of Maryland St. Marys College of Maryland,,
1633,Augustana College,,Augustana-College,459.0
2341,College of St. Benedict,College of St Benedict College of Saint Benedict,,
11385,College of the Atlantic,,College-of-the-Atlantic,26.0
1793,Earlham College,,Earlham-College,935.0
1987,Transylvania University,,Transylvania-University,1551.0
3389,Washington and Jefferson College,,,
3713,Hampden-Sydney College,Hampden Sydney College,Hampden-Sydney-College,1480.0
1801,Hanover College,,Hanover-College,366.0
1099,Hendrix College,,Hendrix-College,1507.0
3109,Ohio Wesleyan University,OWU,Ohio-Wesleyan-University,392.0
3620,Southwestern University,,Southwestern-University,785.0
2217,Stonehill College,,Stonehill-College,75.0
2108,Washington College,,Washington-College,1579.0
3269,Grove City College,,Grove-City-College,445.0
3715,Hollins University,,Hollins-University,1482.0
1874,Luther College,,Luther-College,907.0
2587,Saint Anselm College,St Anselm College Saint Anselm College,Saint-Anselm-College,19.0
1836,Saint Mary's College,St Mary's College Saint Mary's College St Marys College Saint Marys College St. Marys College,,
2379,St. John's University (MN),St John's University Saint John's University St Johns University Saint Johns University St. Johns University,,
3543,Austin College,,Austin-College,677.0
2273,Hope College,,Hope-College,1760.0
3733,Randolph-Macon College,R-MC Randolph Macon College Randolph Macon,Randolph-Macon-College,1626.0
2414,Millsaps College,,Millsaps-College,1058.0
1341,Westmont College,,Westmont-College,699.0
1342,Whittier College,,Whittier-College,1142.0
2603,Drew University,,Drew-University,241.0
3262,Elizabethtown College,,Elizabethtown-College,800.0
2073,Goucher College,,Goucher-College,1814.0
3198,Linfield University,,,
3892,St. Norbert College,St Norbert College Saint Norbert College,St-Norbert-College,976.0
3369,Susquehanna University,,Susquehanna-University,124.0
3392,Westminster College (PA),,,
2734,Houghton College,,Houghton-College,442.0
3293,Lycoming College,,Lycoming-College,431.0
1725,Monmouth College,,Monmouth-College,836.0
3694,Saint Michael's College,St Michael's College Saint Michael's College St Michaels College Saint Michaels College St. Michaels College,,
2235,Albion College,,Albion-College,298.0
1012,Birmingham-Southern College,Birmingham Southern College,Birmingham-Southern-College,507.0
1487,Eckerd College,,Eckerd-College,1475.0
2187,Massachusetts College of Liberal Arts,,Massachusetts-College-of-Liberal-Arts,437.0
1582,Morehouse College,,Morehouse-College,1517.0
3445,Presbyterian College,,Presbyterian-College,1623.0
3884,Ripon College,,Ripon-College,816.0
3736,Roanoke College,,Roanoke-College,1632.0
1850,Central College,,Central-College,321.0
1854,Coe College,,Coe-College,335.0
1617,College of Idaho,,College-of-Idaho,668.0
2945,Meredith College,,Meredith-College,1088.0
2960,Salem College,,Salem-College,1639.0
2346,Concordia College at Moorhead,Concordia College Moorhead Concordia College Moorhead,,
4661,Hampshire College,,Hampshire-College,415.0
3301,Moravian University,,,
3734,Randolph College,,Randolph-College,1627.0
2389,University of Minnesota Morris,University of Minnesota Morris,University-of-Minnesota-Morris,872.0
3484,Covenant College,,Covenant-College,1153.0
3490,Fisk University,,Fisk-University,1205.0
1798,Franklin College,,Franklin-College,1757.0
2729,Hartwick College,,Hartwick-College,795.0
1688,Illinois College,,Illinois-College,1000.0
3368,Saint Vincent College,St Vincent College Saint Vincent College,Saint-Vincent-College,42.0
1887,Simpson College,,Simpson-College,1746.0
2907,University of North Carolina at Asheville,UNC University of North Carolina Asheville,University-of-North-Carolina-at-Asheville,1599.0
2901,Wells College,,Wells-College,199.0
6791,Purchase College--SUNY,Purchase College SUNY Purchase College SUNY,,
3143,Wittenberg University,,Wittenberg-University,1693.0
1600,Wesleyan College,,Wesleyan-College,1583.0
2239,Aquinas College,,,
3709,Emory and Henry College,,,
2153,Gordon College,,Gordon-College,446.0
9652,University of Puerto Rico--Ponce,University of Puerto Rico Ponce,,
3747,University of Virginia--Wise,University of Virginia Wise,,
2523,Westminster College (MO),,,
2003,Centenary College,,,
1586,Oglethorpe University,,Oglethorpe-University,1613.0
3742,Sweet Briar College,,Sweet-Briar-College,1660.0
1896,Wartburg College,,Wartburg-College,1721.0
1788,Butler University,,Butler-University,311.0
2526,Carroll College,,Carroll-College,1195.0
2500,College of the Ozarks,,College-of-the-Ozarks,1804.0
2933,High Point University,,High-Point-University,1481.0
3406,Providence College,,Providence-College,113.0
1515,Rollins College,,Rollins-College,971.0
1838,Taylor University,,Taylor-University,1735.0
3647,Trinity University,,Trinity-University,754.0
1415,United States Coast Guard Academy,,United-States-Coast-Guard-Academy,159.0
2124,Bentley University,,Bentley-University,132.0
1641,Bradley University,,Bradley-University,308.0
1143,California Polytechnic State University--San Luis Obispo,Cal Poly California Polytechnic State University San Luis Obispo,California-Polytechnic-State-University-San-Luis-Obispo,666.0
3423,"The Citadel, The Military College of South Carolina",,,
2710,Cooper Union for the Advancement of Science and Art,,Cooper-Union-for-the-Advancement-of-Science-and-Art,238.0
666090,Embry-Riddle Aeronautical University--Prescott,Embry-Riddle Aeronautical University Prescott,Embry-Riddle-Aeronautical-University-Prescott,648.0
3050,John Carroll University,JCU,John-Carroll-University,812.0
1102,Ouachita Baptist University,,Ouachita-Baptist-University,1615.0
1134,California State University--Maritime Academy,,,
1385,Fairfield University,,Fairfield-University,452.0
506094,Florida Polytechnic University,,Florida-Polytechnic-University,3428.0
3721,James Madison University,JMU,James-Madison-University,1809.0
3089,Ohio Northern University,ONU,Ohio-Northern-University,1790.0
2892,United States Merchant Marine Academy,USMMA,United-States-Merchant-Marine-Academy,164.0
3224,University of Portland,UP,University-of-Portland,762.0
1281,William Jessup University,,William-Jessup-University,1379.0
1554,Berry College,,Berry-College,503.0
2241,Calvin University,,,
666970,Cottey College,,,
7893,Flagler College,,Flagler-College,920.0
2078,Loyola University Maryland,,Loyola-University-Maryland,840.0
2044,Maine Maritime Academy,,Maine-Maritime-Academy,121.0
3804,Whitworth University,,Whitworth-University,691.0
1859,Dordt University,,,
3505,Maryville College,,Maryville-College,1060.0
2181,Massachusetts Maritime Academy,,Massachusetts-Maritime-Academy,191.0
1302,Saint Mary's College of California,St Mary's College of California Saint Mary's College of California St Marys College of California Saint Marys College of California St. Marys College of California,,
1531,Stetson University,,Stetson-University,1661.0
3641,Texas Lutheran University,,Texas-Lutheran-University,740.0
3384,University of Scranton,,University-of-Scranton,47.0
1094,University of the Ozarks,,University-of-the-Ozarks,1617.0
3144,Xavier University,,Xavier-University,1690.0
2906,Appalachian State University,,Appalachian-State-University,476.0
3706,Christopher Newport University,CNU,Christopher-Newport-University,1460.0
2642,The College of New Jersey,,The-College-of-New-Jersey,148.0
3073,Marietta College,,Marietta-College,375.0
1883,Northwestern College,,Northwestern-College,386.0
3164,Oklahoma Baptist University,,Oklahoma-Baptist-University,843.0
2854,SUNY College of Technology at Alfred,SUNY Alfred SUNY College of Technology Alfred,,
2495,Truman State University,,Truman-State-University,1779.0
3651,University of Dallas,,University-of-Dallas,1208.0
2040,University of Maine at Farmington,UMaine--Farmington University of Maine Farmington,University-of-Maine-at-Farmington,129.0
1322,University of Redlands,,University-of-Redlands,1125.0
3402,Bryant University,,Bryant-University,177.0
3424,Claflin University,,Claflin-University,1450.0
3985,Oral Roberts University,,Oral-Roberts-University,1065.0
1795,University of Evansville,,University-of-Evansville,963.0
1133,California Lutheran University,CLU,California-Lutheran-University,932.0
2914,Catawba College,,Catawba-College,1449.0
2572,Colby-Sawyer College,Colby Sawyer College,Colby-Sawyer-College,248.0
2146,Emerson College,,Emerson-College,450.0
1488,Florida Southern College,,Florida-Southern-College,1040.0
1799,Goshen College,,Goshen-College,1758.0
3868,Milwaukee School of Engineering,MSOE,Milwaukee-School-of-Engineering,1770.0
3367,Saint Joseph's University,St Joseph's University Saint Joseph's University St Josephs University Saint Josephs University St. Josephs University,,
3610,Schreiner University,,Schreiner-University,283.0
30018,Welch College,,Welch-College,1497.0
2524,William Jewell College,,William-Jewell-College,1712.0
3014,Baldwin Wallace University,Baldwin Wallace College,Baldwin-Wallace-University,1189.0
3428,College of Charleston,,College-of-Charleston,1457.0
2718,Elmira College,,Elmira-College,410.0
2590,Keene State College,,Keene-State-College,1016.0
3395,Pennsylvania College of Technology,Penn College,Pennsylvania-College-of-Technology,1419.0
3621,St. Edward's University,St Edward's University Saint Edward's University St Edwards University Saint Edwards University St. Edwards University,,
3225,Warner Pacific University,,,
3458,Augustana University,,Augustana-University,633.0
1750,Dominican University,,Dominican-University,803.0
1479,Embry-Riddle Aeronautical University -- Daytona Beach,Embry Riddle Aeronautical University,,
2739,Ithaca College,,Ithaca-College,1013.0
1100,John Brown University,,John-Brown-University,1811.0
1578,LaGrange College,,LaGrange-College,1486.0
2765,Marist College,,Marist-College,166.0
3511,Milligan University,,,
1238,Mills College,,Mills-College,1115.0
3211,Oregon Tech,OIT,,
3623,St. Mary's University of San Antonio,St Mary's University of San Antonio Saint Mary's University of San Antonio St Marys University of San Antonio Saint Marys University of San Antonio St. Marys University of San Antonio,,
3083,University of Mount Union,,University-of-Mount-Union,987.0
2236,Alma College,,Alma-College,457.0
3432,Erskine College,,Erskine-College,807.0
3591,McMurry University,,McMurry-University,675.0
3440,Newberry College,,Newberry-College,893.0
1139,California State University--Long Beach,Cal State University Long Beach California State University Long Beach,California-State-University-Long-Beach,259.0
1339,Corban University,,Corban-University,939.0
2461,Drury University,,Drury-University,360.0
2354,Hamline University,,Hamline-University,1002.0
2262,Kettering University,,Kettering-University,364.0
1724,Millikin University,,Millikin-University,380.0
3110,Otterbein University,,Otterbein-University,1785.0
1262,Point Loma Nazarene University,,Point-Loma-Nazarene-University,752.0
2855,SUNY College of Technology at Canton,SUNY Canton SUNY College of Technology Canton,,
11678,SUNY Polytechnic Institute,SUNY Institute of Technology--Utica/Rome SUNY Institute of Technology Utica Rome,,
7113,Arizona Christian University,,Arizona-Christian-University,1376.0
1952,Asbury University,,Asbury-University,484.0
2685,Cazenovia College,,Cazenovia-College,296.0
1019,Huntingdon College,,Huntingdon-College,1483.0
2748,Le Moyne College,LeMoyne College,Le-Moyne-College,428.0
1873,Loras College,,Loras-College,1009.0
2758,Manhattan College,,Manhattan-College,149.0
2816,Siena College,,Siena-College,55.0
2857,SUNY College of Technology--Delhi,SUNY Delhi SUNY College of Technology Delhi,,
1538,University of Tampa,,University-of-Tampa,1540.0
2908,Barton College,,Barton-College,486
1606,Brigham Young University--Hawaii,BYU Hawaii Brigham Young University Hawaii,Brigham-Young-University-Hawaii,983.0
1144,California State Polytechnic University--Pomona,Cal Poly  California State Polytechnic University Pomona,California-State-Polytechnic-University-Pomona,1078.0
3839,Carthage College,,Carthage-College,318.0
3785,Pacific Lutheran University,,Pacific-Lutheran-University,1678.0
3564,East Texas Baptist University,,East-Texas-Baptist-University,954.0
2858,Farmingdale State College--SUNY,Farmingdale State College SUNY Farmingdale Farmingdale State College SUNY,,
3049,Hiram College,,Hiram-College,1783.0
2957,Queens University of Charlotte,,Queens-University-of-Charlotte,1624.0
2820,St. Francis College,St Francis College Saint Francis College,St-Francis-College,24.0
1029,University of Mobile,,University-of-Mobile,914.0
6951,University of South Carolina Upstate,University of South Carolina Upstate,University-of-South-Carolina-Upstate,1646.0
2032,Xavier University of Louisiana,,Xavier-University-of-Louisiana,861.0
3537,Abilene Christian University,ACU,Abilene-Christian-University,659.0
10256,Benedictine College,,Benedictine-College,1084.0
1625,Brigham Young University--Idaho,BYU Idaho Brigham Young University Idaho,Brigham-Young-University-Idaho,3044.0
4766,CUNY--Baruch College,CUNY Baruch College CUNY Baruch College,,
2845,SUNY--Geneseo,SUNY Geneseo SUNY Geneseo,,
2521,Webster University,,Webster-University,1718.0
3802,Western Washington University,,Western-Washington-University,904.0
2398,Blue Mountain College,,Blue-Mountain-College,508.0
3025,Cedarville University,,Cedarville-University,319.0
1676,Elmhurst University,,,
2548,Hastings College,,Hastings-College,1101.0
12630,Life Pacific University,,,
12031,San Diego Christian College,,San-Diego-Christian-College,923.0
2856,SUNY Cobleskill,SUNY Cobleskill SUNY College of Agriculture and Technology Cobleskill,,
1050,Tuskegee University,,Tuskegee-University,1557.0
3449,University of South Carolina Aiken,University of South Carolina Aiken,University-of-South-Carolina-Aiken,1655.0
3456,Winthrop University,,Winthrop-University,1597.0
2234,Adrian College,,Adrian-College,1190.0
2689,CUNY--Hunter College,CUNY Hunter College CUNY Hunter College,,
2616,Monmouth University,,Monmouth-University,237.0
2817,St. Bonaventure University,St Bonaventure University Saint Bonaventure University,St-Bonaventure-University,20.0
3376,Thiel College,,Thiel-College,142.0
3380,University of Pittsburgh at Bradford,,University-of-Pittsburgh-at-Bradford,89.0
3681,Westminster College (UT),,,
2910,Belmont Abbey College,,Belmont-Abbey-College,498.0
1137,California State University--Fullerton,Cal State University Fullerton California State University Fullerton,California-State-University-Fullerton,1685.0
3036,Franciscan University of Steubenville,,Franciscan-University-of-Steubenville,1736.0
1822,Indiana Wesleyan University,,Indiana-Wesleyan-University,805.0
666990,John Paul the Great Catholic University,,John-Paul-the-Great-Catholic-University,3223.0
1707,Lewis University,,Lewis-University,977.0
3719,Longwood University,,Longwood-University,1490.0
1734,North Central College,,North-Central-College,384.0
3525,Tennessee Wesleyan University,,,
1771,Trinity Christian College,,Trinity-Christian-College,1732.0
3746,University of Mary Washington,,University-of-Mary-Washington,1510.0
