id,name,alias
MX0009,Monterrey Institute of Technology and Higher Education--Monterrey,Monterrey Institute of Technology and Higher Education Monterrey Monterrey Institute of Technology and Higher Education Monterrey
20630,Montserrat College of Art,
1727,Moody Bible Institute,
3300,Moore College of Art & Design,
3203,Mount Angel Seminary,
30719,Mount Carmel College of Nursing,
3206,Multnomah University,
667100,National University College,
667135,Navajo Technical University,
13007,Nazarene Bible College,
6404,Nebraska Methodist College,
2194,New England Conservatory of Music,
7845,New England Institute of Technology,New England Tech
30439,NewSchool of Architecture and Design,
667078,New York School of Interior Design,
2197,Nichols College,
667017,North Florida Community College,
3875,Northland College,
666984,North Seattle College,
12328,Northwestern Health Sciences University,
666969,Northwestern Michigan College,
1510,Northwest Florida State College,
667136,Northwest Indian College,
8759,Northwood University,
CA0008,Nova Scotia College of Art and Design,
667137,Nueta Hidatsa Sahnish College,
6250,Oak Point University,
14659,Oglala Lakota College,
9647,Oklahoma State University--Oklahoma City,Oklahoma State University Oklahoma City
3784,Olympic College,
4882,Oregon Health and Science University,OHSU
1251,Otis College of Art and Design,
22027,Ozark Christian College,
667103,Pacific College,
3207,Pacific Northwest College of Art,
1255,Pacific Oaks College,
666955,Palm Beach State College,
23053,Parker University,
667018,Pasco-Hernando State College,
3309,Peirce College,
3786,Peninsula College,
666976,Pennsylvania Academy of the Fine Arts,
215053,Pennsylvania College of Art & Design,
667106,Pennsylvania College of Health Sciences,
3333,Pennsylvania State University -- Behrend,Penn State
6814,Pennsylvania State University--Harrisburg,Penn State
338379,Pennsylvania State University--Wilkes-Barre,
666956,Pensacola State College,
681418,Phillips School of Nursing at Mount Sinai Beth Israel,
667128,Pillar College,
667026,Pittsburgh Technical College,
30149,Platt College,
12358,Plaza College,
666957,Polk State College,
3113,Pontifical College Josephinum,
2798,Pratt Institute,
3467,Presentation College,
667048,Pueblo Community College,
10819,Puerto Rico Conservatory of Music,
667049,Red Rocks Community College,
GB0002,Regent's American College London,Regents American College London
2206,Regis College,
667050,Renton Technical College,
6392,Research College of Nursing,
3409,Rhode Island School of Design,RISD
GB0003,Richmond--The American International University in London,Richmond The American International University in London
12574,Ringling College of Art and Design,
667051,Rio Hondo College,
7649,Rocky Mountain College of Art and Design,
1830,Rose-Hulman Institute of Technology,Rose Hulman Institute of Technology
667107,Roseman University of Health Sciences,
CA0009,Ryerson University,
2313,Sacred Heart Major Seminary,
9987,Saint Anthony College of Nursing,St Anthony College of Nursing Saint Anthony College of Nursing
666959,Saint Johns River State College,
21434,Salish Kootenai College,
7012,Samuel Merritt University,
667052,San Diego Mesa College,
1278,San Francisco Conservatory of Music,
667053,San Joaquin Valley College--Visalia,
667119,San Juan Bautista School of Medicine,
667054,Santa Ana College,
666958,Santa Fe College,
667055,Santa Monica College,
29258,Savannah College of Art and Design,SCAD
667072,Schoolcraft College,
1753,School of the Art Institute of Chicago,SAIC
7468,School of Visual Arts,
666985,Seattle Central College,
528883,Sentara College of Health Sciences,
667056,Shasta College,
CA0010,Simon Fraser University,
21437,Sinte Gleska University,
21882,Sitting Bull College,
667057,Skagit Valley College,
667058,Skyline College,
667059,Solano Community College,
4938,South College,
3470,South Dakota School of Mines and Technology,
667110,Southeast Missouri Hospital College of Nursing and Health Sciences,
1982,Southern Baptist Theological Seminary,
20758,Southern California Institute of Architecture,
667111,Southern California University of Health Sciences,
666960,South Florida State College,
666991,South Georgia State College,
9706,South Seattle College,Seattle Community College South Campus
13039,South University,
667109,South University-Tampa,
3618,Southwestern Christian College,
104188,Southwest University of Visual Arts,The Art Center Design College Tucson
667060,Spokane Community College,
667061,Spokane Falls Community College,
666954,State College of Florida--Manatee-Sarasota,
3364,St. Charles Borromeo Seminary,St Charles Borromeo Seminary Saint Charles Borromeo Seminary
6240,St. Francis Medical Center College of Nursing,St Francis Medical Center College of Nursing Saint Francis Medical Center College of Nursing
30980,St. John's College (IL),St John's College Saint John's College St Johns College Saint Johns College St. Johns College
8075,St. John Vianney College Seminary,St John Vianney College Seminary Saint John Vianney College Seminary
2027,St. Joseph Seminary College,St Joseph Seminary College Saint Joseph Seminary College
667112,St Luke's College,
983244,Stone Child College,
1528,St. Petersburg College,St Petersburg College Saint Petersburg College
108554,Stratford University,
1459,Strayer University,
4619,Sullivan University,
727952,SUM Bible College and Theological Seminary,
2839,SUNY Downstate Medical Center,SUNY Downstate Medical Center
2859,SUNY Morrisville,
667062,Tacoma Community College,
667019,Tallahassee Community College,
845912,Texas A&M University--San Antonio,
122541,Texas Tech University Health Sciences Center-El Paso,
10674,Texas Tech University Health Sciences Center-Lubbock,
11648,Thomas Edison State University,
DE0001,Tilburg University,
283208,Touro University Nevada,
CA0012,Trent University,
667130,Trinity Bible College and Graduate School,
66606,Trinity College of Nursing & Health Sciences,
CA0013,Trinity Western University,
666999,Trocair College,
667138,Turtle Mountain Community College,
667063,Tyler Junior College,
262086,UMass Global,
KE0001,United States International University--Kenya,United States International University Africa
666996,United States University,
667139,United Tribes Technical College,
667120,Universidad Central Del Caribe,
21000,Universidad Politecnica de Puerto Rico,
25590,University of Advancing Technology,
CA0014,University of Alberta,
1109,University of Arkansas for Medical Sciences,
CA0015,University of British Columbia,UBC
CA0016,University of Calgary,
4868,University of Cincinnati--UC Blue Ash College,University of Cincinnati Raymond Walters College
CA0017,University of Guelph,
1615,University of Hawaii--Maui College,University of Hawaii Maui
2504,University of Health Sciences & Pharmacy in St. Louis,St Louis College of Pharmacy Saint Louis College of Pharmacy
11711,University of Houston--Clear Lake,University of Houston Clear Lake
2104,University of Maryland--Baltimore,University of Maryland Baltimore
6895,University of Nebraska Medical Center,
CA0018,University of New Brunswick,
3981,University of North Carolina School of the Arts,
5889,University of Oklahoma Health Sciences Center,
CA0019,University of Ottawa,
CA0020,University of Prince Edward Island,
CA0021,University of Regina,
363401,University of Saint Katherine,
CA0022,University of Saskatchewan,
6725,University of Tennessee Health Sciences Center,
4951,University of Texas Health Science Center--Houston,University of Texas Health Science Center Houston
3659,University of Texas Health Science Center--San Antonio,University of Texas Health Science Center San Antonio
4952,University of Texas Medical Branch--Galveston,University of Texas Medical Branch Galveston
3350,University of the Arts,UArts
32183,University of the Potomac,
3353,University of the Sciences,
CA0023,University of Toronto,
CA0024,University of Victoria,
CA0025,University of Waterloo,
CA0027,University of Windsor,
CA0011,University of Winnipeg,
666961,Valencia College,
1778,VanderCook College of Music,
666977,Wade College,
4071,Walsh College,
247848,Washington State University--Tri-Cities,
667145,Washington State University -- Vancouver,
392840,"Watkins College of Art, Design & Film",Watkins College of Art Design & Film
2900,Webb Institute,
667064,Wenatchee Valley College,
510130,Westcliff University,
8716,West Coast University,
1780,Western Illinois University,
10363,Western Nevada College,
CA0026,Western University,
667065,West Los Angeles College,
667066,Whatcom Community College,
3803,Whitman College,
667067,Yakima Valley College,
CA0028,York University,
