id,name,alias
3451,Coastal Carolina University,
2989,Dickinson State University,
1976,Morehead State University,
2950,North Carolina Central University,NCCU
1110,University of Arkansas at Fort Smith,University of Arkansas Fort Smith
3455,Voorhees University,
2986,Winston-Salem State University,Winston Salem State University
1847,Buena Vista University,
2369,North Central University,
3926,University of Wisconsin--Whitewater,University of Wisconsin Whitewater
2690,CUNY--Queens College,CUNY Queens College CUNY Queens College
3041,Defiance College,
8155,The Evergreen State College,
2076,Hood College,
3297,Mercyhurst University,
1937,Ottawa University,
2848,SUNY--Oswego,SUNY Oswego SUNY Oswego
1946,Tabor College,
3328,West Chester University of Pennsylvania,
3806,Alderson Broaddus University,Alderson Broaddus Alderson Broaddus College
7993,California State University--Bakersfield,Cal State Bakersfield California State University Bakersfield
2464,Fontbonne University,
3869,Mount Mary University,
1880,Mount Mercy University,
1624,Northwest Nazarene University,
1963,Eastern Kentucky University,
3496,King University,
7228,University of Puerto Rico--Arecibo,University of Puerto Rico Arecibo
667008,American University of Puerto Rico--Bayamon,
3436,Limestone University,
1220,The Master's University and Seminary,Masters College and Seminary
957121,Purdue University Global,
2288,Rochester University,
1343,Woodbury University,
3012,Ashland University,
2397,Belhaven University,
1674,Eastern Illinois University,
1505,Lynn University,
1722,McKendree University,
1768,Saint Xavier University,St Xavier University Saint Xavier University
2318,Spring Arbor University,
3135,Walsh University,
29059,Concordia University -- Irvine,
3711,Ferrum College,
9089,Hannibal-LaGrange University,Hannibal LaGrange University
1814,Indiana University--Kokomo,IU Indiana University Kokomo Indiana University Kokomo
2737,Iona University,
2311,Kuyper College,
3783,Northwest University,
3692,Norwich University,
2534,Rocky Mountain College,
1397,University of New Haven,
8848,Warner University,
3209,Western Oregon University,
32553,Florida Gulf Coast University,
3419,Charleston Southern University,
1588,Piedmont University,
12123,University of Puerto Rico--Aguadilla,University of Puerto Rico Aguadilla
1482,Florida College,
1486,Florida Memorial University,
41429,Georgia Gwinnett College,
2760,Manhattanville College,
2638,Saint Peter's University,St Peter's College Saint Peter's College St Peters College Saint Peters College St. Peters College
2853,SUNY Maritime College,SUNY Maritime College
3391,Waynesburg University,
1141,California State University--Dominguez Hills,Cal State University Dominguez Hills California State University Dominguez Hills
3823,West Liberty University,
3775,Eastern Washington University,
9226,Francis Marion University,
3830,West Virginia Wesleyan College,
9401,Colorado Christian University,
1666,Concordia University Chicago,
3576,Houston Baptist University,
1879,Morningside University,
1520,Seminole State College of Florida,
3911,Viterbo University,
1372,Western Colorado University,
3684,Champlain College,
7022,CUNY--Lehman College,CUNY Lehman College CUNY Lehman College
5027,Inter American University of Puerto Rico--Barranquitas,Inter American University of Puerto Rico Barranquitas Inter American University of Puerto Rico Barranquitas
3282,King's College,Kings College
4799,Monroe College,
2065,Notre Dame of Maryland University,
2091,Salisbury University,
2844,SUNY--Fredonia,SUNY Fredonia SUNY Fredonia
2849,SUNY--Plattsburgh,SUNY Plattsburgh SUNY Plattsburgh
2023,University of Holy Cross,
2949,University of Mount Olive,
10975,University of Puerto Rico--Bayamon,University of Puerto Rico Bayamon University College
3944,University of Puerto Rico--Mayaguez,University of Puerto Rico Mayaguez
3826,West Virginia State University,
2540,College of Saint Mary,College of St Mary College of Saint Mary
3035,Ohio Dominican University,
1741,Olivet Nazarene University,
3149,Southern Nazarene University,
9651,Texas A&M International University,Texas A & M International University Texas A and M International University
9930,University of Texas Permian Basin,
3924,University of Wisconsin--Stevens Point,University of Wisconsin Stevens Point
3134,Ursuline College,
3536,Bryan College,
1965,Kentucky Christian University,
3518,Southern Adventist University,
2001,Thomas More University,
2954,University of North Carolina--Pembroke,UNC University of North Carolina Pembroke
1093,Central Baptist College,
5019,Universidad Adventista de las Antillas,
1540,Webber International University,
3825,West Virginia University Institute of Technology,
1215,La Sierra University,LaSierra University
3219,Southern Oregon University,
3678,Southern Utah University,
3832,Alverno College,
1089,Arkansas Tech University,
1839,Trine University,
1891,University of Dubuque,
1832,University of Saint Francis,University of St Francis University of Saint Francis
3915,University of Wisconsin--Stout,University of Wisconsin Stout
1005,Alabama State University,
8310,Auburn University at Montgomery,Auburn University Montgomery Auburn University Montgomery
3303,Carlow University,
2687,CUNY--Brooklyn College,CUNY Brooklyn College CUNY Brooklyn College
7279,Hawaii Pacific University,HPU
3765,Norfolk State University,
3441,North Greenville University,
2843,SUNY College--Cortland,SUNY Cortland SUNY College Cortland
3828,West Virginia University--Parkersburg,West Virginia University Parkersburg
1138,California State University--East Bay,Cal State University East Bay California State University East Bay
3586,Lubbock Christian University,
31703,Texas A&M University--Texarkana,Texas A & M University--Texarkana Texas A and M University--Texarkana Texas A&M University Texarkana
11462,University of Alaska--Anchorage,University of Alaska Anchorage
3152,University of Central Oklahoma,
3665,West Texas A&M University,West Texas A & M University West Texas A and M University
3986,DeSales University,
3267,Geneva College,
3288,Lebanon Valley College,
2841,SUNY Brockport,SUNY Brockport College at Brockport SUNY
2847,SUNY--Oneonta,SUNY Oneonta SUNY College Oneonta
2396,Alcorn State University,
1561,Columbus State University,
2266,Cornerstone University,
2403,Delta State University,
2282,Madonna University,
7085,Mount Vernon Nazarene University,
2501,Southeast Missouri State University,
2454,University of Central Missouri,
2928,Fayetteville State University,
1252,Hope International University,
1020,Jacksonville State University,
3592,Midwestern State University,
666974,Southeastern Baptist Theological Seminary,
3631,Tarleton State University,
3799,Walla Walla University,
3680,Weber State University,
2805,Roberts Wesleyan College,
3327,Slippery Rock University of Pennsylvania,
2825,"St. Joseph's University, New York",St Joseph's College New York Saint Joseph's College New York St Josephs College New York Saint Josephs College New York St. Josephs College New York
2850,SUNY College--Potsdam,SUNY Potsdam SUNY College Potsdam
2360,Minnesota State University--Mankato,Minnesota State University Mankato Minnesota State University Mankato
3033,Mount St. Joseph University,College of Mount St Joseph College of Mount Saint Joseph
3466,Northern State University,
667012,EDP University of Puerto Rico Inc--San Juan,
1591,Shorter University,
1468,St. Thomas University,St Thomas University Saint Thomas University
3831,Wheeling University,
2598,Caldwell University,
3463,Dakota State University,
1927,Emporia State University,
3072,Malone University,
2301,Northern Michigan University,
3357,Point Park University,
3181,Southwestern Oklahoma State University,
2107,Stevenson University,
666992,University of North Texas at Dallas,
3469,University of Sioux Falls,
3921,University of Wisconsin--Platteville,University of Wisconsin Platteville
1061,Alaska Pacific University,
3208,Bushnell University,
1183,Holy Names University,
1972,Lindsey Wilson College,
2021,Northwestern State University of Louisiana,
3422,Southern Wesleyan University,
3764,Virginia State University,
3243,Cedar Crest College,
1425,Eastern Connecticut State University,
2140,Elms College,
2189,Westfield State University,
3399,York College of Pennsylvania,
1365,Colorado State University--Pueblo,Colorado State University Pueblo Colorado State University Pueblo
2336,Bemidji State University,
1665,Columbia College Chicago,
2347,Concordia University--St. Paul,Concordia University St Paul Concordia University Saint Paul Concordia University St. Paul
2367,Minnesota State University--Moorhead,Minnesota State University Moorhead Minnesota State University Moorhead
2005,Nicholls State University,
1926,Pittsburg State University,
1291,Simpson University,
3446,South Carolina State University,
3527,Tusculum University,
12826,University of Houston--Downtown,University of Houston Downtown
1808,University of Southern Indiana,
2566,Wayne State College,
2122,Bay Path University,
2703,College of Mount St. Vincent,College of Mount St Vincent College of Mount Saint Vincent
1358,Colorado Mesa University,
3935,University of Guam,
2883,Utica College,
2625,William Paterson University of New Jersey,
3810,Concord University,
3812,Fairmont State University,
3541,Angelo State University,
3193,Eastern Oregon University,
3485,Cumberland University,
2024,Southeastern Louisiana University,
1107,Southern Arkansas University,
9636,Southern University and A&M College,
1024,University of West Alabama,
3404,Johnson & Wales University,
2778,Mount St. Mary College,Mount St Mary College Mount Saint Mary College
3326,Shippensburg University of Pennsylvania,
2249,Davenport University,
1918,Friends University,
1684,Greenville University,
1700,Judson University,
2377,St. Cloud State University,St Cloud State University Saint Cloud State University
3923,University of Wisconsin--River Falls,University of Wisconsin River Falls
1374,Albertus Magnus College,
3233,Alvernia University,
2183,Bridgewater State University,
1378,Central Connecticut State University,
2184,Fitchburg State University,
3325,Millersville University of Pennsylvania,
1959,Campbellsville University,
2017,McNeese State University,
1975,Midway University,
1521,Southeastern University,
2496,Northwest Missouri State University,
1943,University of Saint Mary,University of St Mary University of Saint Mary
9630,University of Wisconsin--Oshkosh,University of Wisconsin Oshkosh
2013,Louisiana State University--Shreveport,LSU Shreveport Louisiana State University Shreveport Louisiana State University Shreveport
2946,Methodist University,
2705,The College of Saint Rose,College of St Rose College of Saint Rose
3259,Eastern University,
2185,Framingham State University,
1406,Southern Connecticut State University,
2842,SUNY Buffalo State,Buffalo State College SUNY Buffalo Buffalo State College SUNY
2190,Worcester State University,
2994,Minot State University,
3899,University of Wisconsin--Green Bay,University of Wisconsin Green Bay
1800,Grace College and Seminary,
1812,Purdue University--Fort Wayne,Indiana University-Purdue University Fort Wayne Indiana University Purdue University Fort Wayne IU IPFW
1915,Fort Hays State University,
1805,Indiana Tech,Indiana Tech
3465,Mount Marty University,
2512,Stephens College,
2599,Centenary University,
2072,Frostburg State University,
2608,Georgian Court University,
3323,Lock Haven University of Pennsylvania,
2102,University of Baltimore,
1811,Indiana University East,
3861,Marian University (WI),
1939,Newman University,
666998,Purdue University--Northwest,
2314,Saginaw Valley State University,
9235,Clarion University of Pennsylvania,
2158,Lasell University,
2600,Saint Elizabeth University,College of St Elizabeth College of Saint Elizabeth
2832,St. Thomas Aquinas College,St Thomas Aquinas College Saint Thomas Aquinas College
1380,Western Connecticut State University,
7032,MidAmerica Nazarene University,Mid-America Nazarene University
2502,Southwest Baptist University,
3315,Bloomsburg University of Pennsylvania,
3245,Chestnut Hill College,
3270,Gwynedd Mercy University,Gwynedd Mercy College
3407,Rhode Island College,
3322,Kutztown University of Pennsylvania,
2591,Plymouth State University,
2188,Salem State University,
2143,Curry College,
3252,Delaware Valley University,
2622,Kean University,
2744,Keuka College,
3396,Wilson College,
1541,Abraham Baldwin Agricultural College,
7531,Academy of Art University,
1345,Adams State University,
1002,Alabama A&M University,Alabama A&M Alabama A & M
1544,Albany State University,
3229,Albright College,
3417,Allen University,
1158,Alliant International University,
2114,American International College,
11941,American University of Puerto Rico--Manati,American University Puerto Rico American University Puerto Rico
2238,Andrews University,
2117,Anna Maria College,
1087,Arkansas Baptist College,
1090,Arkansas State University,Arkansas State University Jonesboro Arkansas State University Jonesboro
1579,Augusta University,
1634,Aurora University,
39413,Ave Maria University,
2449,Avila University,
3147,Bacone College,
4673,Baker College,
1466,Barry University,
5022,Bayamon Central University,
3965,Bay State College,
2123,Becker College,
9743,Bellevue University,
3420,Benedict College,
1767,Benedictine University,
2911,Bennett College,
1904,Bethany College (KS),
3808,Bethany College (WV),
2337,Bethany Lutheran College,
3480,Bethel University (TN),
1467,Bethune-Cookman University,Bethune Cookman University
1639,Blackburn College,
3459,Black Hills State University,
2597,Bloomfield College,
3703,Bluefield College,
1616,Boise State University,
13029,Boricua College,
2062,Bowie State University,
1557,Brewton-Parker College,Brewton Parker College
3704,Bridgewater College,
3228,Bryn Athyn College of the New Church,
3241,Cabrini University,
3351,Cairn University,
3316,California University of Pennsylvania,
1834,Calumet College of St. Joseph,Calumet College of St Joseph Calumet College of Saint Joseph
21829,Cambridge College,
3150,Cameron University,
3837,Cardinal Stritch University,
12525,Caribbean University,
3481,Carson-Newman University,Carson Newman College
1908,Central Christian College of Kansas,
4890,Central Penn College,
3026,Central State University,
2539,Chadron State College,
3317,Cheyney University of Pennsylvania,
1694,Chicago State University,
2916,Chowan University,
1551,Clark Atlanta University,
8976,Clayton State University,
3032,Cleveland State University,CSU
3427,Coker University,
667011,Colegio Universitario de San Juan,
1558,College of Coastal Georgia,
666946,Colorado Mountain College,
10148,Colorado Technical University,
2456,Columbia College (MO),
2247,Concordia University Ann Arbor,
3557,Concordia University Texas,
2068,Coppin State University,
666944,Crowley's Ridge College,
2383,Crown College,
29040,CUNY--College of Staten Island,CUNY College of Staten Island CUNY College of Staten Island
10097,CUNY--Medgar Evers College,CUNY Medgar Evers College CUNY Medgar Evers College
2808,Daemen University,
3956,Dalton State College,
10727,DeVry University,DeVry University Chicago
2004,Dillard University,
2544,Doane University,
2713,Dominican University New York,
2712,D'Youville University,DYouville College
3154,East Central University,
2259,Eastern Michigan University,EMU
2145,Eastern Nazarene College,
2651,Eastern New Mexico University,
3320,East Stroudsburg University,
21686,East-West University,East West University
25354,ECPI University,
3321,Edinboro University of Pennsylvania,
1478,Edward Waters College,
2147,Emmanuel College (MA),
2463,Evangel University,
31085,Everglades University,
1003,Faulkner University,
2610,Felician University,
2260,Ferris State University,
2322,Finlandia University,
2150,Fisher College,
1353,Fort Lewis College,
1566,Fort Valley State University,
2575,Franklin Pierce University,
1964,Georgetown College,
1572,Georgia Southern University,
1573,Georgia Southwestern State University,
1575,Gordon State College,
9145,Governors State University,
1866,Graceland University,
2006,Grambling State University,
1074,Grand Canyon University,
31013,Granite State College,
6977,Great Basin College,
2931,Guilford College,
39483,Harrisburg University of Science and Technology,
2466,Harris-Stowe State University,Harris Stowe State University
1098,Henderson State University,
3777,Heritage University,
9621,Herzing University,
2735,Hilbert College,
30375,Hodges University,
3850,Holy Family College,
3275,Holy Family University,
2043,Husson University,
1620,Idaho State University,
9563,Indiana State University,
1815,Indiana University Northwest,
3277,Indiana University of Pennsylvania,
1816,Indiana University--South Bend,IU South Bend Indiana University South Bend Indiana University South Bend
1817,Indiana University Southeast,
3939,Inter American University of Puerto Rico--Aguadilla,Inter American University of Puerto Rico Aguadilla Inter American University of Puerto Rico Aguadilla
5026,Inter American University of Puerto Rico--Arecibo,Inter American University of Puerto Rico Arecibo Inter American University of Puerto Rico Arecibo
5028,Inter American University of Puerto Rico--Bayamon,Inter American University of Puerto Rico Bayamon Inter American University of Puerto Rico Bayamon
22828,Inter American University of Puerto Rico--Fajardo,Inter American University of Puerto Rico Fajardo Inter American University of Puerto Rico Fajardo
22827,Inter American University of Puerto Rico--Guayama,Inter American University of Puerto Rico Guayama Inter American University of Puerto Rico Guayama
3940,Inter American University of Puerto Rico--Metropolitan Campus,Inter American University of Puerto Rico Metropolitan Campus Inter American University of Puerto Rico Metropolitan Campus
5029,Inter American University of Puerto Rico--Ponce,Inter American University of Puerto Rico Ponce Inter American University of Puerto Rico Ponce
1871,Iowa Wesleyan University,
2410,Jackson State University,
3637,Jarvis Christian College,
2936,Johnson C. Smith University,Johnson C Smith University
1023,Judson College,
21519,Keiser University,
1577,Kennesaw State University,
666134,The King's College,Kings College
3066,Lake Erie College,
3854,Lakeland University,
3581,Lamar University,
3285,Lancaster Bible College,
3499,Lane College,
3157,Langston University,
3987,La Roche University,
3501,LeMoyne-Owen College,LeMoyne Owen College
10392,Liberty University,
1709,Lincoln College,
2479,Lincoln University (MO),
3290,Lincoln University (PA),
2480,Lindenwood University,
2942,Livingstone College,
2007,Louisiana Christian University,
2011,Louisiana State University--Alexandria,LSU Alexandria Louisiana State University Alexandria Louisiana State University Alexandria
3069,Lourdes University,
1088,Lyon College,
11113,Maharishi International University,
3324,Mansfield University of Pennsylvania,
3690,Marlboro College,
21408,Martin University,
3723,Mary Baldwin University,
666945,Marymount California University,
2769,Marymount Manhattan College,
2993,Mayville State University,
2777,Medaille College,
2772,Mercy College,
190114,Metropolitan College of New York,
10374,Metropolitan State University,
1360,Metropolitan State University of Denver,
6942,Mid-America Christian University,Mid America Christian University
2553,Midland University,
1028,Miles College,
2415,Mississippi College,
2424,Mississippi Valley State University,
7540,Missouri Baptist University,
2488,Missouri Southern State University,
2503,Missouri State University,
2489,Missouri Valley College,
2490,Missouri Western State University,
1393,Mitchell College,
2530,Montana State University--Billings,MSU Billings Montana State University Billings
2533,Montana State University--Northern,MSU Northern Montana State University Northern
2948,Montreat College,
2083,Morgan State University,
3439,Morris College,
21175,Naropa University,
1733,National Louis University,National Louis University
11460,National University,
3988,Neumann University,
41143,Nevada State College,
2579,New England College,
2613,New Jersey City University,
2653,New Mexico Highlands University,
1693,Northeastern Illinois University,
3161,Northeastern State University,
1737,Northern Illinois University,
9275,Northern Kentucky University,
667045,Northern Marianas College,
3688,Northern Vermont University,
3163,Northwestern Oklahoma State University,
3085,Notre Dame College of Ohio,
2790,Nyack College,
2307,Oakland University,
3030,Ohio Christian University,
3819,Ohio Valley University,
3151,Oklahoma Wesleyan University,
3598,Our Lady of the Lake University,
1587,Paine College,
8849,Palm Beach Atlantic University,
2498,Park University,
667046,Paul Quinn College,
2559,Peru State College,
2955,Pfeiffer University,
1547,Point University,Atlanta Christian College
667004,Pontifical Catholic University of Puerto Rico--Arecibo,
3936,Pontifical Catholic University of Puerto Rico--Ponce,
1401,Post University,
3630,Prairie View A&M University,Prairie View A & M University Prairie View A and M University
29022,Prescott College,
41539,Providence Christian College,
12500,Ranken Technical College,
1589,Reinhardt University,
2586,Rivier University,
1748,Rockford University,
1749,Roosevelt University,
3360,Rosemont College,
2433,Rust College,
2968,Saint Augustine's University,St Augustine's College Saint Augustine's College St Augustines College Saint Augustines College St. Augustines College
3820,Salem University,
1590,Savannah State University,
12748,Shawnee State University,
2962,Shaw University,
3822,Shepherd University,
2316,Siena Heights University,
9192,Sierra Nevada University,
3179,Southeastern Oklahoma State University,
1759,Southern Illinois University Edwardsville,Southern Illinois University Edwardsville Southern Illinois University Edwardsville
2580,Southern New Hampshire University,
2026,Southern University at New Orleans,Southern University New Orleans Southern University New Orleans
666980,Southern Virginia University,
31034,South Texas College,
3616,Southwestern Assemblies of God University,
1940,Southwestern College,
2375,Southwest Minnesota State University,
1960,Spalding University,
1041,Spring Hill College,
3624,Stephen F. Austin State University,
21435,Sterling College (VT),
1044,Stillman College,
2051,St. Joseph's College (ME),St Joseph's College Saint Joseph's College St Josephs College Saint Josephs College St. Josephs College
3625,Sul Ross State University,
7109,SUNY College--Old Westbury,SUNY Old Westbury SUNY College Old Westbury
10286,SUNY Empire State College,SUNY Empire State College
1046,Talladega College,
3522,Tennessee State University,
3565,Texas A&M University--Commerce,Texas A & M University--Commerce Texas A and M University--Commerce Texas A&M University Commerce
11161,Texas A&M University--Corpus Christi,Texas A & M University--Corpus Christi Texas A and M University--Corpus Christi Texas A&M University Corpus Christi
3639,Texas A&M University--Kingsville,Texas A & M University--Kingsville Texas A and M University--Kingsville Texas A&M University Kingsville
3638,Texas College,
3642,Texas Southern University,
3615,Texas State University,Texas State University San Marcos
3645,Texas Wesleyan University,
3646,Texas Woman's University,Texas Womans University
2052,Thomas College,
30431,Thomas More College of Liberal Arts,
1555,Thomas University,
3121,Tiffin University,
2439,Tougaloo College,
3526,Trevecca Nazarene University,
1772,Trinity International University,
1460,Trinity Washington University,
1988,Union College (KY),
10923,Union Institute and University,
3941,Universidad Ana G. Mendez--Carolina Campus,
25875,Universidad Ana G. Mendez--Cupey Campus,
11719,Universidad Ana G. Mendez--Gurabo Campus,
3937,Universidad del Sagrado Corazon,
3123,The University of Akron,
1063,University of Alaska--Fairbanks,University of Alaska Fairbanks
1065,University of Alaska--Southeast,University of Alaska Southeast
666993,University of Antelope Valley,
1101,University of Arkansas at Little Rock,University of Arkansas Little Rock
1085,University of Arkansas--Monticello,University of Arkansas Monticello
1416,University of Bridgeport,
1092,University of Central Arkansas,
3818,University of Charleston,
4509,University of Colorado Colorado Springs,UCCS University of Colorado Colorado Springs
13231,University of Houston--Victoria,University of Houston Victoria
2031,University of Louisiana at Lafayette,University of Louisiana Lafayette
2020,University of Louisiana at Monroe,University of Louisiana Monroe
6760,University of Maine--Augusta,UMaine--Augusta University of Maine Augusta
2055,University of Maine--Machias,UMaine--Machias University of Maine Machias
2992,University of Mary,
2106,University of Maryland Eastern Shore,University of Maryland Eastern Shore
11644,University of Maryland Global Campus,UMUC University of Maryland University College
2327,University of Michigan--Flint,UM University of Michigan Flint
2015,University of New Orleans,
1349,University of Northern Colorado,
4861,University of Northwestern Ohio,
209885,University of Phoenix,
1980,University of Pikeville,Pikeville College
3381,University of Pittsburgh--Greensburg,
7206,University of Puerto Rico--Cayey,University of Puerto Rico Cayey University College
667020,University of Puerto Rico--Utuado,
3116,University of Rio Grande,
3167,University of Science and Arts of Oklahoma,
1057,University of South Alabama,
3450,University of South Carolina Beaufort,University of South Carolina Beaufort
9762,University of Southern Maine,USM
2441,University of Southern Mississippi,
3529,University of Tennessee at Chattanooga,University of Tennessee Chattanooga
3661,University of Texas at El Paso,UTEP University of Texas El Paso
666978,University of Texas at Rio Grande Valley,
10115,University of Texas at San Antonio,University of Texas San Antonio
11163,University of Texas at Tyler,University of Texas Tyler
1962,University of the Cumberlands,
29100,University of the District of Columbia,UDC
2650,University of the Southwest,
36963,University of the West,
3131,University of Toledo,
1601,University of West Georgia,
3896,University of Wisconsin--Milwaukee,University of Wisconsin Milwaukee
5015,University of Wisconsin--Parkside,University of Wisconsin Parkside
3925,University of Wisconsin--Superior,University of Wisconsin Superior
1893,Upper Iowa University,
3671,Utah Tech University,
4027,Utah Valley University,
1599,Valdosta State University,
666972,Villa Maria College,
1843,Vincennes University,
3766,Virginia Union University,
3767,Virginia Wesleyan University,
1895,Waldorf University,
2979,Warren Wilson College,
1949,Washburn University,
2067,Washington Adventist University,
3663,Wayland Baptist University,
1433,Wesley College,
2002,Western Kentucky University,
2664,Western New Mexico University,
1950,Wichita State University,
3141,Wilberforce University,
2447,William Carey University,
1900,William Penn University,
1106,Williams Baptist University,
2525,William Woods University,
7948,Wilmington University,
2985,Wingate University,
9168,Wright State University,
666965,Young Harris College,
3145,Youngstown State University,YSU
CA0001,Acadia University,
31155,AdventHealth University,
2885,Albany College of Pharmacy and Health Sciences,
10724,Albizu University,
667083,Albizu University--Miami,
30691,Allen College,
667068,Alpena Community College,
142887,American Academy of Art,
GR0002,American College of Thessaloniki,
667027,American Samoa Community College,
BG0001,American University in Bulgaria,The American University Bulgaria
EG0001,American University in Cairo,The American University Cairo
LB0001,American University of Beirut,
667080,American University of Health Sciences,
FR0001,American University of Paris,American University Paris American University Paris
652473,AmeriTech College-Draper,
667009,Andrew College,
667028,Antelope Valley College,
8795,Antioch College,
7544,Appalachian Bible College,
759284,Arizona College of Nursing--Las Vegas,
3011,Art Academy of Cincinnati,
1116,ArtCenter College of Design,
9270,Art Institute of Atlanta,
21171,Art Institute of Houston,
891422,Aspen University,
666963,Atlanta Metropolitan State College,
667081,Aultman College of Nursing and Health Sciences,
2121,Babson College,
667029,Bakersfield College,
13208,Baptist Bible College,
21596,Baptist College of Florida,
34403,Baptist Memorial College of Health Sciences,
23312,Baptist Missionary Association Theological Seminary,
667123,Barclay College,
9645,Bard College at Simon's Rock,Bard College at Simons Rock
3769,Bellevue College,
6639,Bellin College,
667030,Bellingham Technical College,
2151,Benjamin Franklin Institute of Technology,
7394,Berkeley College (NY),
2126,Berklee College of Music,
NL0001,BI Norwegian Business School,
2988,Bismarck State College,
6214,Blessing-Rieman College of Nursing and Health Sciences,Blessing Rieman College of Nursing
635850,Bon Secours Memorial College of Nursing,
3966,Boston Architectural College,
7287,Brazosport College,
CA0002,Brock University,
508128,Brookline College-Phoenix,
666949,Broward College,
667082,Bryan College of Health Sciences,
6477,Cabarrus College of Health Sciences,
1127,California College of the Arts,CCA
1132,California Institute of the Arts,
2450,Calvary University,
1436,Capitol Technology University,
CA0003,Carleton University,
667031,Cascadia College,
667084,CEM College--San Juan,
666981,Centralia College,
6385,Chamberlain University,
10365,Charles R. Drew University of Medicine and Science,
667085,Chicago School of Professional Psychology at Los Angeles,
1472,Chipola College,
667086,Christ College of Nursing and Health Sciences,
13022,City University of Seattle,
667032,Clark College,
9862,Clarkson College,
2670,Clarks Summit University,
25356,Clear Creek Baptist Bible College,
2246,Cleary University,
3982,Cleveland Institute of Art,
3031,Cleveland Institute of Music,
20907,Cleveland University--Kansas City,
667033,Clover Park Technical College,
6771,College for Creative Studies,
667124,College of Biblical Studies--Houston,
666950,College of Central Florida,
667133,College of Menominee Nation,
10362,College of Southern Nevada,
666982,Columbia Basin College,
667087,Columbia Central University--Caguas,
667075,Columbia College Hollywood,
2707,Columbia University,
3039,Columbus College of Art and Design,
667034,Community College of Denver,
2467,Conception Seminary College,
2709,Concordia College--New York,
CA0004,Concordia University (QC),
12315,Cornish College of the Arts,
20682,Cox College,
29351,Criswell College,
7304,Culinary Institute of America,CIA
3251,Curtis Institute of Music,
667035,Cypress College,
CA0005,Dalhousie University,
21691,Davis College,
1475,Daytona State College,
667023,Delaware Technical Community College--Terry,
667088,Denver College of Nursing,
GR0001,DEREE--The American College of Greece,DEREE The American College of Greece
667076,Design Institute of San Diego,
125971,DigiPen Institute of Technology,
667134,Dine College,
1858,Divine Word College,
1914,Donnelly College,
4641,Dunwoody College of Technology,
666948,Eastern Florida State College,
749831,Eastern International College--Jersey City,
666964,East Georgia State College,
667036,Edmonds Community College,
23289,Emmaus Bible College,
25694,Escuela de Artes Plasticas de Puerto Rico,
7121,Faith Baptist Bible College and Theological Seminary,
11112,Fashion Institute of Design & Merchandising,
2866,Fashion Institute of Technology,FIT
667037,Feather River Community College District,
313779,Florida A&M University -- Florida State University College of Engineering,
666952,Florida Gateway College,
667013,Florida Keys Community College,
1477,Florida SouthWestern State College,
1484,Florida State College--Jacksonville,Florida State College Jacksonville
667038,Foothill College,
31062,Franciscan Missionaries of Our Lady University,
3046,Franklin University,
CH0001,Franklin University Switzerland,
39463,Franklin W. Olin College of Engineering,
667089,Galen College of Nursing--Louisville,
667000,Georgia Highlands College,
667014,Georgia Military College,
3686,Goddard College,
22205,God's Bible School and College,Gods Bible School and College
1429,Goldey-Beacom College,
6389,Goldfarb School of Nursing at Barnes-Jewish College,Goldfarb School of Nursing at Barnes Jewish College
667090,Good Samaritan College of Nursing and Health Science,
667091,Goodwin College,
2265,Grace Christian University,
667039,Grays Harbor College,
2269,Great Lakes Christian College,
667040,Green River College,
666951,Gulf Coast State College,
10438,Haskell Indian Nations University,
1685,Hebrew Theological College,
2154,Hellenic College,
667069,Henry Ford College,
415197,Herzing University-Atlanta,
268500,Herzing University-Brookfield,
716803,Herzing University-Kenosha,
643831,Herzing University--Orlando,
667070,Hesston College,
667041,Highline College,
1389,Holy Apostles College and Seminary,
667093,Huertas College,
GB0001,Hult International Business School,
803372,Ilisagvik College,
1493,Indian River State College,
21464,Institute of American Indian Arts,
KY0001,International College of the Cayman Islands,
666968,Jackson College,
666971,Jamestown Business College,
2740,Jewish Theological Seminary of America,
21567,Johnson University (FL),
3495,Johnson University (TN),
2742,Juilliard School,
2473,Kansas City Art Institute,
667095,Kent State University at East Liverpool,
7035,Kettering College,
667096,Laboure College,
667024,Lackawanna College,
23305,Laguna College of Art and Design,Laguna College of Art & Design
667071,Lake Michigan College,
666953,Lake-Sumter State College,
10501,Lakeview College of Nursing,
666983,Lake Washington Institute of Technology,
666986,Landmark College,
LB0002,Lebanese American University,
20748,Life University,
7466,LIM College,
1708,Lincoln Christian University,
6975,Lincoln University (CA),
667097,Logan University,
1218,Loma Linda University,
2014,Louisiana State University Health Sciences Center,LSU
11673,Maine College of Art,
1931,Manhattan Christian College,
2759,Manhattan School of Music,
2763,Maria College of Albany,
2361,Martin Luther College,
2080,Maryland Institute College of Art,
2180,Massachusetts College of Art and Design,Mass Art
CA0006,McGill University,
2165,MCPHS University,MCPHS
3438,Medical University of South Carolina,
CA0007,Memorial University of Newfoundland,
1236,Menlo College,
6273,Mercy College of Health Sciences,
30970,Mercy College of Ohio,
667098,Methodist College,
667099,MGH Institute of Health Professions,
1506,Miami Dade College,Miami Dade College
8878,Miami International University of Art & Design,
162743,Miami University--Hamilton,
22809,Mid-Atlantic Christian University,Mid Atlantic Christian University
9797,Midland College,
667127,Midwestern Baptist Theological Seminary,
29113,Milwaukee Institute of Art and Design,MIAD
2365,Minneapolis College of Art and Design,
667042,MiraCosta College,
667043,Modesto Junior College,
