id,rankingType,name,urlName,region,fundingType,rank,location,tuition,totalUndergradEnrollment,costAfterAid,percentReceivingAid,acceptanceRate,hsGpa,engineeringRepScore,businessRepScore,computerScienceRepScore,nursingRepScore,sat25,sat75,act25,act75
1348,national-universities,Colorado School of Mines,colorado-school-of-mines,,public,83,"Golden, CO",39800,5216,54120.0,25,55,3.8,3.3,,3.3,,1270,1440,28,33
2927,national-universities,Elon University,elon-university,,private,83,"Elon, NC",38725,6291,38140.0,30,72,3.9,,2.9,2.3,,1140,1320,25,30
1448,national-universities,Howard University,howard-university,,private,83,"Washington, DC",28916,7857,29680.0,71,39,3.6,2.5,3.1,2.9,3.5,1130,1260,22,26
3863,national-universities,Marquette University,marquette-university,,private,83,"Milwaukee, WI",45766,8024,34834.0,58,82,,2.3,3.0,2.4,3.8,1160,1360,25,30
2290,national-universities,Michigan State University,michigan-state,,public,83,"East Lansing, MI",39766,38491,47222.0,29,76,3.7,3.2,3.8,3.3,3.8,1100,1300,23,29
2639,national-universities,Stevens Institute of Technology,stevens-institute-of-technology,,private,83,"Hoboken, NJ",56920,3670,44022.0,67,53,3.9,2.7,2.9,3.3,,1320,1480,31,34
3636,national-universities,Texas Christian University,tcu,,private,83,"Fort Worth, TX",51660,9704,38854.0,38,48,,3.0,3.3,,3.5,1110,1320,25,31
1316,national-universities,University of California--Riverside,university-of-california-riverside,,public,83,"Riverside, CA",43496,22687,46281.0,2,66,3.8,2.7,3.0,3.4,,1060,1290,22,29
1892,national-universities,University of Iowa,university-of-iowa,,public,83,"Iowa City, IA",31569,22304,33971.0,33,84,3.8,2.9,3.6,3.2,4.2,1110,1310,22,29
2838,national-universities,Stony Brook University--SUNY,stony-brook-suny,,public,93,"Stony Brook, NY",28080,18010,35966.0,14,49,3.9,2.8,,3.6,3.6,1230,1440,26,32
9554,national-universities,University at Buffalo--SUNY,ub,,public,93,"Buffalo, NY",28194,22306,41151.0,20,67,3.7,2.9,3.1,3.1,3.6,1140,1310,23,29
4127,national-universities,University of California--Merced,university-of-california-merced,,public,93,"Merced, CA",43319,8276,52086.0,56,85,3.6,2.3,,,,940,1140,17,22
1431,national-universities,University of Delaware,university-of-delaware,,public,93,"Newark, DE",36880,18420,40890.0,41,63,3.9,3.0,3.1,3.0,3.6,1170,1340,25,30
1371,national-universities,University of Denver,university-of-denver,,private,93,"Denver, CO",54819,5699,33896.0,42,61,3.7,2.1,3.1,2.4,,1170,1360,26,31
10395,national-universities,University of San Diego,university-of-san-diego,,private,93,"San Diego, CA",52864,5529,36065.0,54,59,3.9,3.6,3.1,3.0,,1160,1340,25,31
1009,national-universities,Auburn University,auburn-university,,public,99,"Auburn, AL",31956,24505,43067.0,14,85,3.9,3.0,3.4,3.1,3.7,1160,1320,25,31
1370,national-universities,University of Colorado Boulder,university-of-colorado-boulder,,public,99,"Boulder, CO",38312,30300,46075.0,12,84,3.6,3.5,3.7,3.7,,1130,1350,24,31
3223,national-universities,University of Oregon,university-of-oregon,,public,99,"Eugene, OR",39308,18045,46492.0,9,83,3.7,,3.5,3.1,,1090,1290,22,29
3675,national-universities,University of Utah,university-of-utah,,public,99,"Salt Lake City, UT",31389,24643,39663.0,2,79,3.7,2.9,3.5,3.4,3.9,1130,1350,22,29
2139,national-universities,Clark University,clark-university-massachusetts,,private,103,"Worcester, MA",50302,2241,30310.0,62,47,3.7,,2.5,2.0,,1150,1350,27,32
2542,national-universities,Creighton University,creighton-university,,private,103,"Omaha, NE",44524,4458,34723.0,47,77,3.9,,3.0,,3.8,1140,1340,24,30
3256,national-universities,Drexel University,drexel-university,,private,103,"Philadelphia, PA",57136,14552,45400.0,59,77,,3.1,3.0,3.1,3.5,1180,1380,25,31
1710,national-universities,Loyola University Chicago,loyola-university-chicago,,private,103,"Chicago, IL",47498,11612,41532.0,57,71,3.8,3.0,3.1,,3.9,1130,1330,25,31
7104,national-universities,Miami University--Oxford,miami-university,,public,103,"Oxford, OH",37379,16522,48681.0,6,92,3.8,2.9,3.1,2.4,,1160,1370,24,30
2621,national-universities,New Jersey Institute of Technology,njit,,public,103,"Newark, NJ",33386,9084,38436.0,52,66,3.6,2.6,2.6,2.9,,1200,1390,25,31
2506,national-universities,Saint Louis University,st-louis-university,,private,103,"St. Louis, MO",48824,7357,33680.0,59,56,3.9,2.1,3.0,2.4,3.8,1160,1370,25,31
3371,national-universities,Temple University,temple-university,,public,103,"Philadelphia, PA",34801,27306,35439.0,58,71,3.5,2.3,2.9,2.9,3.4,1090,1280,23,30
1083,national-universities,University of Arizona,university-of-arizona,,public,103,"Tucson, AZ",34667,36503,37638.0,33,85,3.4,3.1,3.7,3.5,4.0,1090,1350,21,29
1321,national-universities,University of California--Santa Cruz,university-of-california-santa-cruz,,public,103,"Santa Cruz, CA",43820,17207,52846.0,8,65,3.5,2.5,,3.3,,1150,1370,23,30
1776,national-universities,University of Illinois--Chicago,university-of-illinois-chicago,,public,103,"Chicago, IL",31787,21921,39809.0,12,73,3.4,2.7,3.1,3.2,4.1,1030,1250,21,29
1325,national-universities,University of San Francisco,university-of-san-francisco,,private,103,"San Francisco, CA",53472,5852,43779.0,60,70,3.5,,2.9,2.6,4.0,1140,1330,24,30
1537,national-universities,University of South Florida,university-of-south-florida,,public,103,"Tampa, FL",17324,38579,26521.0,33,49,3.9,2.4,2.9,2.7,3.7,1160,1320,25,30
3530,national-universities,"University of Tennessee, Knoxville",university-of-tennessee,,public,103,"Knoxville, TN",31434,24254,41349.0,48,78,3.6,2.9,3.4,3.0,3.7,1140,1303,25,31
1081,national-universities,Arizona State University,arizona-state-university,,public,117,"Tempe, AZ",29438,63124,42729.0,35,88,3.5,3.4,3.8,3.4,3.6,1100,1320,21,28
2806,national-universities,Rochester Institute of Technology,rit,,private,117,"Rochester, NY",52756,13412,37676.0,74,74,,3.0,3.2,3.4,,1220,1420,28,33
2851,national-universities,SUNY College of Environmental Science and Forestry,suny-environmental-science-and-forestry,,public,117,"Syracuse, NY",19976,1731,33151.0,53,60,3.6,2.1,,,,1130,1300,24,30
3448,national-universities,University of South Carolina,university-of-south-carolina,,public,117,"Columbia, SC",33928,27270,45452.0,3,68,3.5,2.5,3.4,2.8,3.8,1140,1340,25,31
3696,national-universities,University of Vermont,university-of-vermont,,public,117,"Burlington, VT",43890,11136,40210.0,48,71,3.7,2.3,2.8,2.7,3.4,1160,1350,26,31
1164,national-universities,Chapman University,chapman-university,,private,122,"Orange, CA",57214,7404,,,58,,,2.7,< 2.0,,1170,1350,25,30
1691,national-universities,Illinois Institute of Technology,illinois-institute-of-technology,,private,122,"Chicago, IL",50640,3123,33444.0,68,61,3.9,2.6,2.4,3.1,,1200,1390,26,32
1869,national-universities,Iowa State University of Science and Technology,iowa-state-university,,public,122,"Ames, IA",24504,26846,30346.0,33,88,3.7,3.2,3.2,3.3,,1010,1310,22,28
1948,national-universities,University of Kansas,university-of-kansas,,public,122,"Lawrence, KS",28034,19135,31523.0,34,91,3.6,2.6,3.3,2.9,3.9,1070,1320,22,29
2516,national-universities,University of Missouri,university-of-missouri,,public,122,"Columbia, MO",30450,23396,29044.0,40,82,,2.6,3.1,2.8,3.7,1110,1320,23,30
2699,national-universities,Clarkson University,clarkson-university,,private,127,"Potsdam, NY",54370,2905,37754.0,79,78,3.8,2.4,2.6,2.3,,1150,1350,24,30
1671,national-universities,DePaul University,depaul-university,,private,127,"Chicago, IL",42012,14145,36540.0,68,70,3.8,,3.1,2.6,,1060,1280,23,29
1443,national-universities,Gallaudet University,gallaudet-university,,private,127,"Washington, DC",17112,1019,18443.0,83,63,3.3,,,,,790,1040,14,18
2631,national-universities,Rutgers University--Newark,rutgers-newark,,public,127,"Newark, NJ",32409,9118,40284.0,20,74,,,2.9,,,1010,1170,18,23
3790,national-universities,Seattle University,seattle-university,,private,127,"Seattle, WA",49335,4299,35504.0,49,83,3.6,3.2,2.8,2.4,3.5,1130,1330,24,30
