id,rankingType,name,urlName,region,fundingType,rank,location,tuition,totalUndergradEnrollment,costAfterAid,percentReceivingAid,acceptanceRate,hsGpa,engineeringRepScore,businessRepScore,computerScienceRepScore,nursingRepScore,sat25,sat75,act25,act75
3733,national-liberal-arts-colleges,Randolph-Macon College,randolph-macon-college,,private,111,"Ashland, VA",45150,1554,30259.0,67,71,3.7,,,,,1030,1218,21,28
2414,national-liberal-arts-colleges,Millsaps College,millsaps-college,,private,114,"Jackson, MS",42960,665,,,70,3.7,,2.1,,,1090,1280,21,26
1341,national-liberal-arts-colleges,Westmont College,westmont-college,,private,114,"Santa Barbara, CA",48660,1218,,,70,3.7,,,,,1110,1370,24,31
1342,national-liberal-arts-colleges,Whittier College,whittier-college,,private,114,"Whittier, CA",49514,1490,,,72,3.4,,,,,1050,1220,21,27
2603,national-liberal-arts-colleges,Drew University,drew-university,,private,117,"Madison, NJ",42652,1636,,,73,3.6,,,,,1100,1300,24,30
3262,national-liberal-arts-colleges,Elizabethtown College,elizabethtown-college,,private,117,"Elizabethtown, PA",34600,1688,,,86,,2.1,,,,1080,1280,20,26
2073,national-liberal-arts-colleges,Goucher College,goucher-college,,private,117,"Baltimore, MD",48200,1114,,,79,3.1,,,,,990,1230,22,30
3198,national-liberal-arts-colleges,Linfield University,linfield-university,,private,117,"McMinnville, OR",45962,1392,,,80,3.6,,,,2.8,1050,1210,20,27
3892,national-liberal-arts-colleges,St. Norbert College,st-norbert-college,,private,117,"De Pere, WI",41887,1867,,,84,3.6,,,< 2.0,,1020,1220,22,28
3369,national-liberal-arts-colleges,Susquehanna University,susquehanna-university,,private,117,"Selinsgrove, PA",53060,2323,,,87,3.5,,2.0,,,1070,1240,22,28
3392,national-liberal-arts-colleges,Westminster College (PA),westminster-college-pennsylvania,,private,117,"New Wilmington, PA",38230,1156,,,95,3.6,,,,,990,1200,20,27
2734,national-liberal-arts-colleges,Houghton College,houghton-college,,private,124,"Houghton, NY",16446,895,,,93,3.5,,,,,1060,1300,23,29
3293,national-liberal-arts-colleges,Lycoming College,lycoming-college,,private,124,"Williamsport, PA",43962,1067,,,65,3.5,,,,,1010,1210,20,26
1725,national-liberal-arts-colleges,Monmouth College,monmouth-college,,private,126,"Monmouth, IL",41240,873,,,69,3.5,,,,,1050,1360,19,27
3694,national-liberal-arts-colleges,Saint Michael's College,saint-michaels-college,,private,126,"Colchester, VT",48690,1537,,,88,3.3,,,,,1130,1280,24,29
2235,national-liberal-arts-colleges,Albion College,albion-college,,private,128,"Albion, MI",53090,1506,,,75,3.4,,,,,930,1160,19,27
1012,national-liberal-arts-colleges,Birmingham-Southern College,birminghamsouthern-college,,private,128,"Birmingham, AL",20100,1129,,,60,2.6,,,,,1020,1190,22,28
1487,national-liberal-arts-colleges,Eckerd College,eckerd-college,,private,128,"St. Petersburg, FL",47704,1822,,,69,3.5,,,,,1090,1285,24,29
2187,national-liberal-arts-colleges,Massachusetts College of Liberal Arts,mcla,,public,128,"North Adams, MA",20050,1076,,,88,3.3,,,,,960,1180,17,21
1582,national-liberal-arts-colleges,Morehouse College,morehouse-college,,private,128,"Atlanta, GA",29468,2152,,,74,3.5,,2.6,,,995,1180,18,25
3445,national-liberal-arts-colleges,Presbyterian College,presbyterian-college,,private,128,"Clinton, SC",41060,1048,,,71,3.4,,,,,1030,1200,20,25
3884,national-liberal-arts-colleges,Ripon College,ripon-college,,private,128,"Ripon, WI",48100,816,,,74,3.3,,,,,970,1139,18,25
3736,national-liberal-arts-colleges,Roanoke College,roanoke-college,,private,128,"Salem, VA",48180,1921,,,78,3.5,,,,,1040,1240,21,28
1850,national-liberal-arts-colleges,Central College,central-college,,private,136,"Pella, IA",19250,1120,,,64,3.5,,,,,993,1173,19,25
1854,national-liberal-arts-colleges,Coe College,coe-college,,private,136,"Cedar Rapids, IA",48822,1393,,,81,3.6,,,,,1060,1230,20,26
1617,national-liberal-arts-colleges,College of Idaho,college-of-idaho,,private,136,"Caldwell, ID",33805,1100,,,48,,,,,,1050,1240,21,26
2945,national-liberal-arts-colleges,Meredith College,meredith-college,,private,136,"Raleigh, NC",41224,1521,,,72,3.5,,< 2.0,,,1008,1200,19,25
2960,national-liberal-arts-colleges,Salem College,salem-college,,private,136,"Winston-Salem, NC",31016,492,,,85,3.3,,,,,958,1186,17,23
2346,national-liberal-arts-colleges,Concordia College at Moorhead,concordia-college-moorhead,,private,141,"Moorhead, MN",28016,1943,,,58,3.6,,,,,1073,1240,20,27
4661,national-liberal-arts-colleges,Hampshire College,hampshire-college,,private,141,"Amherst, MA",53098,522,,,59,,,,,,,,,
3301,national-liberal-arts-colleges,Moravian University,moravian-university,,private,141,"Bethlehem, PA",48730,1997,,,79,3.6,,,,2.5,1030,1190,21,25
3734,national-liberal-arts-colleges,Randolph College,randolph-college,,private,141,"Lynchburg, VA",26890,508,,,90,3.6,,,,,950,1160,18,24
2389,national-liberal-arts-colleges,University of Minnesota Morris,minnesota-morris,,public,141,"Morris, MN",15940,1339,,,65,3.6,,,2.0,,1040,1250,21,28
3484,national-liberal-arts-colleges,Covenant College,covenant-college,,private,146,"Lookout Mountain, GA",37770,865,,,98,3.7,,,,,1060,1305,22,29
3490,national-liberal-arts-colleges,Fisk University,fisk,,private,146,"Nashville, TN",22132,879,,,66,,,,,,990,1210,20,26
1798,national-liberal-arts-colleges,Franklin College,franklin-college,,private,146,"Franklin, IN",34966,938,,,76,3.5,,,,,970,1150,19,25
2729,national-liberal-arts-colleges,Hartwick College,hartwick-college,,private,146,"Oneonta, NY",49814,1205,,,93,3.4,,,,2.9,1020,1180,20,25
1688,national-liberal-arts-colleges,Illinois College,illinois-college,,private,146,"Jacksonville, IL",35302,1154,,,76,3.6,,,,,960,1160,18,25
3368,national-liberal-arts-colleges,Saint Vincent College,saint-vincent-college,,private,146,"Latrobe, PA",39162,1462,,,72,3.5,,,,,960,1190,20,26
1887,national-liberal-arts-colleges,Simpson College,simpson-college,,private,146,"Indianola, IA",44030,1225,,,87,3.7,,,< 2.0,,1070,1200,20,26
2907,national-liberal-arts-colleges,University of North Carolina at Asheville,unc-asheville,,public,146,"Asheville, NC",24592,3358,,,79,3.5,2.6,2.2,2.0,,1060,1270,21,28
2901,national-liberal-arts-colleges,Wells College,wells-college,,private,146,"Aurora, NY",32450,419,,,83,,,,,,950,1240,18,22
6791,national-liberal-arts-colleges,Purchase College--SUNY,suny-purchase,,public,155,"Purchase, NY",18476,3610,,,74,,,,,,1100,1280,24,30
3143,national-liberal-arts-colleges,Wittenberg University,wittenberg-university,,private,155,"Springfield, OH",42268,1445,,,97,3.5,,,,,1030,1180,18,26
1600,national-liberal-arts-colleges,Wesleyan College,wesleyan-college,,private,157,"Macon, GA",26390,745,,,60,3.3,,,,,946,1113,18,26
2239,national-liberal-arts-colleges,Aquinas College,aquinas-college,,private,158,"Grand Rapids, MI",36084,1372,,,71,3.5,,,,,1010,1220,20,26
3709,national-liberal-arts-colleges,Emory and Henry College,emory-and-henry-college,,private,158,"Emory, VA",35350,956,,,80,3.5,,,,,960,1150,18,24
2153,national-liberal-arts-colleges,Gordon College,gordon-college,,private,158,"Wenham, MA",26250,1451,,,68,3.6,,,,,1020,1280,20,29
9652,national-liberal-arts-colleges,University of Puerto Rico--Ponce,university-of-puerto-rico-ponce,,public,158,"Ponce, PR",4198,2540,,,73,,,,,,,,,
3747,national-liberal-arts-colleges,University of Virginia--Wise,uva-wise,,public,158,"Wise, VA",29977,1905,,,82,3.6,< 2.0,,< 2.0,,980,1170,18,23
2523,national-liberal-arts-colleges,Westminster College (MO),westminster-college-missouri,,private,158,"Fulton, MO",32664,609,,,97,3.5,,,,,1070,1260,19,26
2003,national-liberal-arts-colleges,Centenary College,centenary-college,,private,164,"Shreveport, LA",38060,549,,,60,,,,,,1060,1250,19,26
1586,national-liberal-arts-colleges,Oglethorpe University,oglethorpe-university,,private,165,"Atlanta, GA",42754,1452,,,67,3.7,,,,,1100,1280,22,28
3742,national-liberal-arts-colleges,Sweet Briar College,sweet-briar-college,,private,165,"Sweet Briar, VA",23080,356,,,76,3.5,2.1,,,,1010,1210,20,25
1896,national-liberal-arts-colleges,Wartburg College,wartburg-college,,private,165,"Waverly, IA",47500,1556,,,72,3.5,,,,,970,1200,19,25
1788,regional-universities-midwest,Butler University,butler-university,midwest,private,1,"Indianapolis, IN",43400,4492,37904.0,50,76,3.9,,2.8,,,1150,1320,25,30
2526,regional-colleges-west,Carroll College,carroll-college,west,private,1,"Helena, MT",38106,1099,27815.0,62,73,3.7,< 2.0,,,2.9,1090,1290,22,27
2500,regional-colleges-midwest,College of the Ozarks,college-ozarks,midwest,private,1,"Point Lookout, MO",19960,1489,6742.0,65,14,3.7,,,,,1090,1240,21,25
2933,regional-colleges-south,High Point University,high-point-university,south,private,1,"High Point, NC",39752,4628,40234.0,43,77,3.4,,,,,1070,1240,22,28
3406,regional-universities-north,Providence College,providence-college,north,private,1,"Providence, RI",55988,4298,39097.0,48,54,3.5,,2.8,,,1135,1310,25,30
1515,regional-universities-south,Rollins College,rollins-college,south,private,1,"Winter Park, FL",54740,2127,34405.0,52,61,3.4,,2.6,,,1120,1330,24,32
1838,regional-colleges-midwest,Taylor University,taylor-university,midwest,private,1,"Upland, IN",36570,2076,27362.0,63,70,3.8,2.4,,< 2.0,,1090,1290,22,28
3647,regional-universities-west,Trinity University,trinity-university-texas,west,private,1,"San Antonio, TX",47392,2504,26875.0,46,34,3.7,2.8,2.5,,,1260,1430,28,33
1415,regional-colleges-north,United States Coast Guard Academy,united-states-coast-guard-academy,north,public,1,"New London, CT",0,1056,,,13,3.8,3.6,2.8,,,1220,1400,27,32
2124,regional-universities-north,Bentley University,bentley-university,north,private,2,"Waltham, MA",54910,4061,38981.0,44,58,,,3.2,,,1180,1360,26,31
1641,regional-universities-midwest,Bradley University,bradley-university,midwest,private,2,"Peoria, IL",36360,4574,28824.0,69,73,3.8,3.1,2.5,2.0,2.8,1080,1280,22,28
1143,regional-universities-west,California Polytechnic State University--San Luis Obispo,california-polytechnic-state-university-san-luis-obispo,west,public,2,"San Luis Obispo, CA",22116,21447,34918.0,23,38,3.9,4.0,2.9,3.1,,1220,1410,26,32
3423,regional-universities-south,"The Citadel, The Military College of South Carolina",citadel,south,public,2,"Charleston, SC",38064,2858,31886.0,41,80,3.8,3.5,2.6,2.3,,1030,1210,21,26
2710,regional-colleges-north,Cooper Union for the Advancement of Science and Art,cooper-union,north,private,2,"New York, NY",46820,806,26216.0,60,18,3.8,3.8,,,,1330,1500,30,34
666090,regional-colleges-west,Embry-Riddle Aeronautical University--Prescott,embry-riddle-prescott,west,private,2,"Prescott, AZ",38966,2961,41055.0,34,67,,3.7,,,,1140,1320,23,29
3050,regional-universities-midwest,John Carroll University,john-carroll-university,midwest,private,2,"University Heights, OH",45514,2771,33828.0,69,88,3.7,,2.7,< 2.0,,1060,1260,22,28
1102,regional-colleges-south,Ouachita Baptist University,ouachita-baptist-university,south,private,2,"Arkadelphia, AR",30140,1664,25341.0,62,62,3.7,,< 2.0,,,1030,1230,22,29
1134,regional-colleges-west,California State University--Maritime Academy,california-state-university-maritime-academy,west,public,3,"Vallejo, CA",18643,911,,,76,,3.0,,,,1068,1263,21,26
1385,regional-universities-north,Fairfield University,fairfield-university,north,private,3,"Fairfield, CT",52870,4354,37045.0,31,56,3.6,2.5,2.7,,3.6,1190,1340,27,30
506094,regional-colleges-south,Florida Polytechnic University,florida-polytechnic-university,south,public,3,"Lakeland, FL",21005,1349,33394.0,14,58,3.5,2.9,,2.1,,1210,1370,28,32
3721,regional-universities-south,James Madison University,james-madison-university,south,public,3,"Harrisonburg, VA",28646,19727,41723.0,13,80,,3.3,3.0,,3.4,1120,1280,23,28
3089,regional-colleges-midwest,Ohio Northern University,ohio-northern-university,midwest,private,3,"Ada, OH",35380,2127,24284.0,79,65,3.8,3.2,2.1,2.1,,1100,1320,22,28
2892,regional-colleges-north,United States Merchant Marine Academy,us-merchant-marine,north,public,3,"Kings Point, NY",780,1028,,,16,,3.3,,,,1190,1330,27,30
3224,regional-universities-west,University of Portland,university-of-portland,west,private,3,"Portland, OR",49864,3559,38472.0,38,77,3.7,3.1,2.6,2.4,3.6,1130,1320,23,29
1281,regional-colleges-west,William Jessup University,william-jessup-university,west,private,3,"Rocklin, CA",36750,1289,31005.0,70,65,3.4,,,,,948,1213,19,28
1554,regional-universities-south,Berry College,berry-college,south,private,4,"Mount Berry, GA",38656,2006,26069.0,71,77,3.7,,2.3,,,1065,1240,23,29
2241,regional-universities-midwest,Calvin University,calvin-university,midwest,private,4,"Grand Rapids, MI",37806,3181,,,76,3.8,3.0,,< 2.0,2.5,1100,1320,23,30
666970,regional-colleges-midwest,Cottey College,cottey-college,midwest,private,4,"Nevada, MO",23114,283,27767.0,79,99,3.5,,,,,1010,1190,19,24
7893,regional-colleges-south,Flagler College,flagler,south,private,4,"St. Augustine, FL",21140,2671,26401.0,54,56,3.5,,,,,1040,1220,19,25
2078,regional-universities-north,Loyola University Maryland,loyola-university-maryland,north,private,4,"Baltimore, MD",52130,3822,53290.0,45,80,3.6,2.8,2.9,2.5,,1140,1328,25,30
2044,regional-colleges-north,Maine Maritime Academy,maine-maritime-academy,north,public,4,"Castine, ME",29258,928,38087.0,42,50,3.4,2.8,,,,1000,1160,19,25
3804,regional-universities-west,Whitworth University,whitworth-university,west,private,4,"Spokane, WA",47590,2368,28672.0,73,91,3.6,,,< 2.0,,1050,1270,21,28
1859,regional-colleges-midwest,Dordt University,dordt-university,midwest,private,5,"Sioux Center, IA",33590,1442,28022.0,67,71,3.6,2.7,,,,1060,1290,22,28
3505,regional-colleges-south,Maryville College,maryville-college,south,private,5,"Maryville, TN",37016,1072,,,62,3.4,,,,,880,1160,20,28
2181,regional-colleges-north,Massachusetts Maritime Academy,massachusetts-maritime-academy,north,public,5,"Buzzards Bay, MA",25104,1538,,,92,,3.1,,,,1030,1185,20,28
1302,regional-universities-west,Saint Mary's College of California,st-marys-college-of-california,west,private,5,"Moraga, CA",51568,2468,54367.0,52,77,3.6,,2.5,,,1070,1253,21,28
1531,regional-universities-south,Stetson University,stetson-university,south,private,5,"DeLand, FL",50800,3125,31758.0,68,81,3.8,,2.4,,,1100,1285,23,29
3641,regional-colleges-west,Texas Lutheran University,texas-lutheran-university,west,private,5,"Seguin, TX",32970,1455,23335.0,79,59,3.8,,,,,1020,1170,19,24
3384,regional-universities-north,University of Scranton,university-of-scranton,north,private,5,"Scranton, PA",48462,3658,49448.0,59,80,3.6,2.1,2.7,< 2.0,3.3,1100,1280,23,28
1094,regional-colleges-south,University of the Ozarks,university-of-the-ozarks,south,private,5,"Clarksville, AR",25950,836,15828.0,79,100,3.4,,,,,950,1230,18,23
3144,regional-universities-midwest,Xavier University,xavier-university,midwest,private,5,"Cincinnati, OH",42460,5304,35429.0,31,81,3.7,,2.8,2.1,3.3,1060,1250,22,28
2906,regional-universities-south,Appalachian State University,appalachian-state,south,public,6,"Boone, NC",23557,18061,24968.0,25,80,3.6,,2.6,2.2,3.0,1070,1240,22,27
3706,regional-universities-south,Christopher Newport University,christopher-newport-university,south,public,6,"Newport News, VA",27390,4758,38268.0,16,76,3.8,2.1,2.1,< 2.0,,1090,1270,23,28
2642,regional-universities-north,The College of New Jersey,the-college-of-new-jersey,north,public,6,"Ewing, NJ",28645,7105,43559.0,24,51,,2.6,2.4,2.0,3.3,1140,1320,24,30
3073,regional-colleges-midwest,Marietta College,marietta-college,midwest,private,6,"Marietta, OH",37460,1168,19915.0,81,74,3.6,2.2,,,,1010,1220,20,25
1883,regional-colleges-midwest,Northwestern College,northwestern-college,midwest,private,6,"Orange City, IA",33590,1080,26602.0,72,70,3.6,,,,,1000,1210,20,26
3164,regional-colleges-west,Oklahoma Baptist University,oklahoma-baptist,west,private,6,"Shawnee, OK",32050,1647,35617.0,62,58,3.8,,,,,1010,1220,20,26
2854,regional-colleges-north,SUNY College of Technology at Alfred,suny-alfred,north,public,6,"Alfred, NY",12664,3667,25262.0,39,72,3.1,,,,2.6,940,1170,19,26
2495,regional-universities-midwest,Truman State University,truman-state,midwest,public,6,"Kirksville, MO",16410,4389,21332.0,37,72,3.8,,2.3,< 2.0,3.2,1080,1330,24,30
3651,regional-universities-west,University of Dallas,university-of-dallas,west,private,6,"Irving, TX",46602,1447,28560.0,64,54,3.9,,2.7,,,1130,1350,23,30
2040,regional-colleges-north,University of Maine at Farmington,university-of-maine-at-farmington,north,public,6,"Farmington, ME",20780,1582,22702.0,68,95,3.1,,,,,940,1150,18,23
1322,regional-universities-west,University of Redlands,university-of-redlands,west,private,6,"Redlands, CA",54066,2892,34479.0,78,77,3.8,,,,,1070,1250,22,28
3402,regional-universities-north,Bryant University,bryant-university,north,private,7,"Smithfield, RI",47782,3280,56609.0,37,76,3.4,,2.5,,,1120,1280,25,30
3424,regional-colleges-south,Claflin University,claflin-university,south,private,7,"Orangeburg, SC",17046,1969,,,65,3.5,,,< 2.0,,840,1040,16,18
3985,regional-colleges-west,Oral Roberts University,oral-roberts-university,west,private,7,"Tulsa, OK",31558,3686,23833.0,68,78,3.6,2.4,,,2.8,980,1220,18,27
1795,regional-universities-midwest,University of Evansville,university-of-evansville,midwest,private,7,"Evansville, IN",39806,2041,29207.0,65,64,3.8,2.4,2.3,< 2.0,,1070,1278,22,29
1133,regional-universities-west,California Lutheran University,california-lutheran-university,west,private,8,"Thousand Oaks, CA",46012,2804,34126.0,69,74,3.7,,,< 2.0,,1070,1240,20,27
2914,regional-colleges-south,Catawba College,catawba-college,south,private,8,"Salisbury, NC",32380,1238,38206.0,65,52,3.5,,,,,940,1130,17,22
2572,regional-colleges-north,Colby-Sawyer College,colby-sawyer-college,north,private,8,"New London, NH",46254,876,28422.0,83,89,3.4,,,,2.6,1010,1190,19,25
2146,regional-universities-north,Emerson College,emerson-college,north,private,8,"Boston, MA",52190,3708,51888.0,51,41,3.7,,,,,1190,1380,27,31
1488,regional-universities-south,Florida Southern College,florida-southern-college,south,private,8,"Lakeland, FL",38980,2834,28950.0,68,50,3.7,,< 2.0,,2.7,1110,1285,24,30
1799,regional-colleges-midwest,Goshen College,goshen-college,midwest,private,8,"Goshen, IN",35940,827,24111.0,77,92,3.4,,,,2.8,940,1180,20,27
3868,regional-universities-midwest,Milwaukee School of Engineering,msoe,midwest,private,8,"Milwaukee, WI",45099,2510,29079.0,80,60,3.7,3.8,,,2.9,1180,1370,25,30
3367,regional-universities-north,Saint Joseph's University,saint-josephs-university-pennsylvania,north,private,8,"Philadelphia, PA",47940,4299,38010.0,59,80,3.6,,3.0,,,1100,1290,23,29
3610,regional-colleges-west,Schreiner University,schreiner-university,west,private,8,"Kerrville, TX",33927,1145,36729.0,52,96,3.5,,,,< 2.0,920,1160,17,23
30018,regional-colleges-south,Welch College,welch-college,south,private,8,"Gallatin, TN",19582,346,27190.0,58,79,3.6,,,,,930,1190,20,26
2524,regional-colleges-midwest,William Jewell College,william-jewell-college,midwest,private,8,"Liberty, MO",19310,738,21784.0,63,36,3.6,,,,2.6,1040,1260,20,27
3014,regional-universities-midwest,Baldwin Wallace University,baldwin-wallace-college,midwest,private,9,"Berea, OH",35366,2860,30512.0,71,70,,,,,2.2,1040,1260,21,27
3428,regional-universities-south,College of Charleston,college-of-charleston,south,public,9,"Charleston, SC",34438,9300,42220.0,22,74,3.9,,2.5,2.2,,1070,1240,21,28
2718,regional-colleges-north,Elmira College,elmira-college,north,private,9,"Elmira, NY",36228,715,26283.0,80,98,3.3,,,,2.6,1020,1220,21,25
2590,regional-colleges-north,Keene State College,keene-state-college,north,public,9,"Keene, NH",24994,3099,33208.0,54,91,3,,,,,980,1170,21,25
3395,regional-colleges-north,Pennsylvania College of Technology,penn-college,north,public,9,"Williamsport, PA",25620,4565,33982.0,5,73,3.1,,,,< 2.0,980,1160,19,24
3621,regional-universities-west,St. Edward's University,st-edwards-university,west,private,9,"Austin, TX",49996,3014,32707.0,72,91,,,,< 2.0,,1030,1225,21,27
3225,regional-colleges-west,Warner Pacific University,warner-pacific,west,private,9,"Portland, OR",19860,401,22743.0,67,97,,,,,,870,1080,15,20
3458,regional-universities-midwest,Augustana University,augustana-university,midwest,private,10,"Sioux Falls, SD",35914,1662,26485.0,61,71,3.7,,,,3.3,1055,1390,22,28
1750,regional-universities-midwest,Dominican University,dominican-university,midwest,private,10,"River Forest, IL",35420,2166,25797.0,79,76,3.7,,2.0,< 2.0,2.5,960,1160,19,24
1479,regional-universities-south,Embry-Riddle Aeronautical University -- Daytona Beach,embryriddle-aeronautical-university,south,private,10,"Daytona Beach, FL",39066,6399,40093.0,90,61,,2.7,,2.6,,1120,1330,23,30
2739,regional-universities-north,Ithaca College,ithaca-college,north,private,10,"Ithaca, NY",46610,4957,34687.0,68,76,,,2.3,2.2,,1160,1320,26,31
1100,regional-universities-south,John Brown University,john-brown-university,south,private,10,"Siloam Springs, AR",28288,1627,26324.0,64,,3.8,2.5,,,,1100,1310,22,29
1578,regional-colleges-south,LaGrange College,lagrange-college,south,private,10,"LaGrange, GA",32880,750,44097.0,82,59,3.5,,,,2.6,980,1123,19,24
2765,regional-universities-north,Marist College,marist-college,north,private,10,"Poughkeepsie, NY",42995,5682,40096.0,53,55,3.6,,2.4,2.0,,1130,1300,24,30
3511,regional-universities-south,Milligan University,milligan-university,south,private,10,"Milligan, TN",36140,941,24140.0,75,99,3.7,,,,,1023,1200,21,26
1238,regional-universities-west,Mills College,mills-college,west,private,10,"Oakland, CA",30950,609,1699.0,72,84,,,,,,1005,1290,19,29
3211,regional-colleges-west,Oregon Tech,oregon-tech,west,public,10,"Klamath Falls, OR",31377,5178,,,97,,2.8,,,,1000,1200,20,26
3623,regional-universities-west,St. Mary's University of San Antonio,st-marys-university-san-antonio,west,private,10,"San Antonio, TX",34564,2139,25632.0,73,85,3.6,2.3,2.3,,,1020,1220,20,26
3083,regional-colleges-midwest,University of Mount Union,university-of-mount-union,midwest,private,10,"Alliance, OH",33400,1958,26331.0,76,77,3.5,2.0,,,,970,1145,19,25
2236,regional-colleges-midwest,Alma College,alma-college,midwest,private,11,"Alma, MI",43872,1442,29636.0,83,61,,,,,,1030,1230,20,25
3432,regional-colleges-south,Erskine College,erskine-college,south,private,11,"Due West, SC",36510,809,,,67,3.3,,,,,919,1137,17,22
3591,regional-colleges-west,McMurry University,mcmurry-university,west,private,11,"Abilene, TX",29190,1087,24622.0,84,47,3.5,,,,,940,1130,18,22
3440,regional-colleges-south,Newberry College,newberry-college,south,private,11,"Newberry, SC",28250,1256,22275.0,84,57,3.6,,,,,890,1100,15,21
1139,regional-universities-west,California State University--Long Beach,california-state-university-long-beach,west,public,12,"Long Beach, CA",17142,33919,,,42,3.7,2.2,2.5,2.4,3.4,1020,1240,20,26
1339,regional-colleges-west,Corban University,corban-university,west,private,12,"Salem, OR",34188,950,,,48,3.4,,,,,975,1185,17,24
2461,regional-universities-midwest,Drury University,drury-university,midwest,private,12,"Springfield, MO",32415,1409,23228.0,67,71,3.8,,2.0,,,1030,1250,21,28
2354,regional-universities-midwest,Hamline University,hamline-university,midwest,private,12,"St. Paul, MN",45504,1925,28919.0,85,69,3.5,,,,,995,1225,20,26
2262,regional-universities-midwest,Kettering University,kettering-university,midwest,private,12,"Flint, MI",44380,1659,51285.0,57,74,3.8,3.6,,2.2,,1180,1360,25,30
1724,regional-colleges-midwest,Millikin University,millikin-university,midwest,private,12,"Decatur, IL",39592,1875,41015.0,70,71,3.4,,,,3.1,940,1160,20,27
3110,regional-universities-midwest,Otterbein University,otterbein-university,midwest,private,12,"Westerville, OH",33674,2313,28487.0,67,76,3.6,,,,2.8,990,1225,20,27
1262,regional-universities-west,Point Loma Nazarene University,point-loma-nazarene-university,west,private,12,"San Diego, CA",39500,3216,33798.0,64,84,3.6,,,,3.1,1100,1290,23,28
2855,regional-colleges-north,SUNY College of Technology at Canton,suny-canton,north,public,12,"Canton, NY",18599,3122,30456.0,45,83,3,,,,2.5,920,1130,17,23
11678,regional-universities-north,SUNY Polytechnic Institute,suny-polytechnic-institute,north,public,12,"Utica, NY",18471,2247,30532.0,1,73,3.7,2.1,2.0,,2.6,1000,1350,20,29
7113,regional-colleges-west,Arizona Christian University,arizona-christian-university,west,private,13,"Glendale, AZ",29250,934,44050.0,7,74,3.1,,,,,935,1120,17,22
1952,regional-universities-south,Asbury University,asbury-university,south,private,13,"Wilmore, KY",32652,1492,28599.0,77,98,3.7,,,,,1080,1320,21,28
2685,regional-colleges-north,Cazenovia College,cazenovia-college,north,private,13,"Cazenovia, NY",36668,775,16447.0,73,72,3.1,,,,,893,1116,15,22
1019,regional-colleges-south,Huntingdon College,huntingdon-college,south,private,13,"Montgomery, AL",27900,920,24694.0,77,54,3.7,,,,,1003,1158,19,24
2748,regional-universities-north,Le Moyne College,le-moyne-college,north,private,13,"Syracuse, NY",36610,2801,28538.0,79,75,3.5,,2.4,,3.0,1060,1250,21,28
1873,regional-colleges-midwest,Loras College,loras-college,midwest,private,13,"Dubuque, IA",35268,1311,23416.0,79,58,3.5,< 2.0,,,,973,1170,19,25
2758,regional-universities-north,Manhattan College,manhattan-college,north,private,13,"Riverdale, NY",45880,3352,,,78,3.3,3.0,2.1,< 2.0,,1030,1220,22,27
2816,regional-universities-north,Siena College,siena-college,north,private,13,"Loudonville, NY",40225,3300,34402.0,74,81,3.5,,2.1,,,1060,1240,23,29
2857,regional-colleges-north,SUNY College of Technology--Delhi,suny-college-of-technology-delhi,north,public,13,"Delhi, NY",12600,2987,25904.0,1,71,3.3,,,,2.7,920,1110,17,23
1538,regional-universities-south,University of Tampa,university-of-tampa,south,private,13,"Tampa, FL",30884,8697,,,45,,,2.7,,3.1,1100,1250,23,28
2908,regional-colleges-south,Barton College,barton-college,south,private,14,"Wilson, NC",33430,1105,23883.0,85,42,3.2,,,,2.5,930,1120,17,22
1606,regional-colleges-west,Brigham Young University--Hawaii,brigham-young-university-hawaii,west,private,14,"Laie Oahu, HI",5890,3096,,,97,,,,2.1,,1080,1260,22,27
1144,regional-universities-west,California State Polytechnic University--Pomona,california-state-polytechnic-university-pomona,west,public,14,"Pomona, CA",19318,27911,38404.0,11,65,,3.7,2.6,2.8,,1010,1250,19,27
3839,regional-colleges-midwest,Carthage College,carthage-college,midwest,private,14,"Kenosha, WI",33000,2641,27298.0,75,77,3.3,,,,,1000,1230,20,26
3785,regional-universities-west,Pacific Lutheran University,pacific-lutheran,west,private,14,"Tacoma, WA",47976,2544,28037.0,74,86,3.7,,2.1,,3.2,1100,1300,23,29
3564,regional-colleges-west,East Texas Baptist University,east-texas-baptist-university,west,private,15,"Marshall, TX",27980,1565,34449.0,58,72,3.4,,,,,890,1130,17,22
2858,regional-colleges-north,Farmingdale State College--SUNY,farmindale-state-suny,north,public,15,"Farmingdale, NY",16980,9948,30454.0,68,60,3.2,,,,3.2,990,1150,19,24
3049,regional-colleges-midwest,Hiram College,hiram-college,midwest,private,15,"Hiram, OH",25000,1091,20074.0,87,93,3.4,,,,,890,1100,16,24
2957,regional-universities-south,Queens University of Charlotte,queens-university-charlotte,south,private,15,"Charlotte, NC",38726,1670,31834.0,66,68,,,2.1,,3.2,1040,1230,20,27
2820,regional-colleges-north,St. Francis College,st-francis-college,north,private,15,"Brooklyn Heights, NY",27298,2646,42441.0,69,85,2.9,,,,2.3,890,1030,17,23
1029,regional-colleges-south,University of Mobile,university-of-mobile,south,private,15,"Mobile, AL",24540,1750,33701.0,41,67,3.7,,,,,990,1120,19,26
6951,regional-colleges-south,University of South Carolina Upstate,usc-upstate,south,public,15,"Spartanburg, SC",23427,5520,,,53,3.2,,< 2.0,< 2.0,2.8,900,1090,17,21
